parts_line_id,service_job_id,part_id,quantity,sale_date,dealer_id,region_id,revenue_inr,cost_inr,is_emergency_order
PL00005431,SJ0002489,P0099,2,2024-02-26,D001,R02,2245.72,1687.36,0
PL00005432,SJ0002489,P0106,4,2024-02-26,D001,R02,14815.48,9228.32,0
PL00005433,SJ0002489,P0099,2,2024-02-26,D001,R02,2245.72,1687.36,0
PL00005434,SJ0002490,P0155,1,2024-02-26,D001,R02,1396.53,866.67,0
PL00005435,SJ0002491,P0022,1,2024-02-26,D030,R01,1421.32,994.67,0
PL00005436,SJ0002492,P0191,1,2024-02-26,D028,R03,12811.77,9396.23,0
PL00005437,SJ0002492,P0191,1,2024-02-26,D028,R03,12811.77,9396.23,0
PL00005438,SJ0002492,P0065,2,2024-02-26,D028,R03,1200.44,868.12,0
PL00005439,SJ0002493,P0176,1,2024-02-26,D040,R03,3926.47,2365.41,0
PL00005440,SJ0002493,P0085,1,2024-02-26,D040,R03,31483.94,20605.18,0
PL00005441,SJ0002493,P0168,1,2024-02-26,D040,R03,5049.22,3169.11,0
PL00005442,SJ0002494,P0105,1,2024-02-26,D002,R06,1106.11,746.01,0
PL00005443,SJ0002494,P0080,2,2024-02-26,D002,R06,7323.54,5085.44,0
PL00005444,SJ0002494,P0100,1,2024-02-26,D002,R06,1431.0,900.65,0
PL00005445,SJ0002495,P0092,1,2024-02-26,D034,R06,13592.39,8694.68,0
PL00005446,SJ0002495,P0171,1,2024-02-26,D034,R06,1279.15,859.45,0
PL00005447,SJ0002496,P0100,1,2024-02-26,D034,R06,1431.0,900.65,0
PL00005448,SJ0002497,P0170,1,2024-02-27,D028,R03,4143.26,2498.56,0
PL00005449,SJ0002498,P0001,1,2024-02-27,D031,R04,3320.07,2128.62,0
PL00005450,SJ0002498,P0107,3,2024-02-27,D031,R04,7724.01,5849.97,0
PL00005451,SJ0002498,P0001,2,2024-02-27,D031,R04,6640.14,4257.24,0
PL00005452,SJ0002499,P0192,1,2024-02-27,D021,R04,3359.83,2495.45,0
PL00005453,SJ0002499,P0082,1,2024-02-27,D021,R04,4991.24,3059.7,0
PL00005454,SJ0002500,P0162,2,2024-02-27,D012,R06,2132.08,1552.32,0
PL00005455,SJ0002500,P0075,2,2024-02-27,D012,R06,8632.14,6331.72,0
PL00005456,SJ0002501,P0143,1,2024-02-27,D010,R04,617.83,448.91,0
PL00005457,SJ0002501,P0105,2,2024-02-27,D010,R04,2212.22,1492.02,0
PL00005458,SJ0002501,P0105,2,2024-02-27,D010,R04,2212.22,1492.02,0
PL00005459,SJ0002503,P0196,1,2024-02-27,D009,R04,587.41,455.66,0
PL00005460,SJ0002503,P0065,1,2024-02-27,D009,R04,600.22,434.06,0
PL00005461,SJ0002504,P0003,1,2024-02-28,D036,R05,1207.62,751.71,0
PL00005462,SJ0002504,P0182,2,2024-02-28,D036,R05,2979.46,2067.26,0
PL00005463,SJ0002505,P0071,1,2024-02-28,D003,R05,1520.22,991.6,0
PL00005464,SJ0002505,P0153,1,2024-02-28,D003,R05,1528.29,1009.68,0
PL00005465,SJ0002506,P0050,1,2024-02-28,D003,R05,2587.07,1614.41,0
PL00005466,SJ0002506,P0125,1,2024-02-28,D003,R05,1108.48,720.58,0
PL00005467,SJ0002506,P0153,1,2024-02-28,D003,R05,1528.29,1009.68,0
PL00005468,SJ0002507,P0125,1,2024-02-28,D003,R05,1108.48,720.58,0
PL00005469,SJ0002508,P0192,2,2024-02-28,D029,R04,6719.66,4990.9,0
PL00005470,SJ0002508,P0031,1,2024-02-28,D029,R04,38647.54,23035.03,0
PL00005471,SJ0002508,P0180,1,2024-02-28,D029,R04,767.96,475.8,0
PL00005472,SJ0002508,P0189,2,2024-02-28,D029,R04,1030.78,814.18,0
PL00005473,SJ0002508,P0189,1,2024-02-28,D029,R04,515.39,407.09,0
PL00005474,SJ0002509,P0184,2,2024-02-28,D016,R02,3108.26,2407.62,0
PL00005475,SJ0002509,P0105,1,2024-02-28,D016,R02,1106.11,746.01,0
PL00005476,SJ0002509,P0085,1,2024-02-28,D016,R02,31483.94,20605.18,0
PL00005477,SJ0002509,P0085,1,2024-02-28,D016,R02,31483.94,20605.18,0
PL00005478,SJ0002509,P0085,1,2024-02-28,D016,R02,31483.94,20605.18,0
PL00005479,SJ0002510,P0135,1,2024-02-28,D012,R06,950.95,656.0,0
PL00005480,SJ0002510,P0192,1,2024-02-28,D012,R06,3359.83,2495.45,0
PL00005481,SJ0002510,P0122,2,2024-02-28,D012,R06,7217.76,5291.08,0
PL00005482,SJ0002511,P0056,2,2024-02-28,D034,R06,2380.06,1424.12,0
PL00005483,SJ0002512,P0051,1,2024-02-28,D030,R01,14355.19,10113.99,0
PL00005484,SJ0002512,P0162,1,2024-02-28,D030,R01,1066.04,776.16,0
PL00005485,SJ0002512,P0139,1,2024-02-28,D030,R01,19119.82,14808.17,0
PL00005486,SJ0002513,P0170,1,2024-02-28,D031,R04,4143.26,2498.56,0
PL00005487,SJ0002513,P0021,1,2024-02-28,D031,R04,4054.27,2410.21,0
PL00005488,SJ0002513,P0163,1,2024-02-28,D031,R04,2096.23,1520.01,0
PL00005489,SJ0002513,P0083,3,2024-02-28,D031,R04,8809.89,6863.79,0
PL00005490,SJ0002514,P0196,1,2024-02-28,D036,R05,587.41,455.66,0
PL00005491,SJ0002514,P0059,1,2024-02-28,D036,R05,775.36,498.69,0
PL00005492,SJ0002514,P0191,1,2024-02-28,D036,R05,12811.77,9396.23,0
PL00005493,SJ0002515,P0022,1,2024-02-29,D024,R02,1421.32,994.67,0
PL00005494,SJ0002515,P0127,1,2024-02-29,D024,R02,12064.23,9065.08,0
PL00005495,SJ0002515,P0022,1,2024-02-29,D024,R02,1421.32,994.67,0
PL00005496,SJ0002516,P0105,1,2024-02-29,D027,R02,1106.11,746.01,1
PL00005497,SJ0002516,P0171,1,2024-02-29,D027,R02,1279.15,859.45,0
PL00005498,SJ0002517,P0161,2,2024-02-29,D016,R02,14421.9,8669.26,0
PL00005499,SJ0002517,P0123,2,2024-02-29,D016,R02,5872.46,4508.28,0
PL00005500,SJ0002518,P0006,3,2024-02-29,D002,R06,8536.92,5867.7,0
PL00005501,SJ0002518,P0029,1,2024-02-29,D002,R06,23499.48,16891.49,0
PL00005502,SJ0002519,P0184,2,2024-02-29,D001,R02,3108.26,2407.62,0
PL00005503,SJ0002520,P0148,1,2024-02-29,D001,R02,12286.48,8521.14,0
PL00005504,SJ0002520,P0147,1,2024-02-29,D001,R02,1509.1,1038.22,0
PL00005505,SJ0002521,P0167,2,2024-02-29,D034,R06,2179.4,1494.18,0
PL00005506,SJ0002521,P0097,1,2024-02-29,D034,R06,3981.41,2379.18,0
PL00005507,SJ0002521,P0015,2,2024-02-29,D034,R06,2070.38,1393.26,0
PL00005508,SJ0002522,P0162,2,2024-02-29,D016,R02,2132.08,1552.32,0
PL00005509,SJ0002522,P0153,1,2024-02-29,D016,R02,1528.29,1009.68,0
PL00005510,SJ0002523,P0173,1,2024-02-29,D024,R02,1850.62,1130.11,0
PL00005511,SJ0002523,P0153,1,2024-02-29,D024,R02,1528.29,1009.68,0
PL00005512,SJ0002525,P0166,1,2024-03-01,D003,R05,3897.82,2442.57,0
PL00005513,SJ0002525,P0125,1,2024-03-01,D003,R05,1108.48,720.58,0
PL00005514,SJ0002526,P0163,4,2024-03-01,D038,R01,8384.92,6080.04,0
PL00005515,SJ0002526,P0162,1,2024-03-01,D038,R01,1066.04,776.16,0
PL00005516,SJ0002526,P0153,1,2024-03-01,D038,R01,1528.29,1009.68,0
PL00005517,SJ0002527,P0003,1,2024-03-01,D036,R05,1207.62,751.71,0
PL00005518,SJ0002527,P0159,2,2024-03-01,D036,R05,7653.54,5768.68,0
PL00005519,SJ0002527,P0128,3,2024-03-01,D036,R05,14184.33,8667.99,0
PL00005520,SJ0002528,P0046,3,2024-03-01,D025,R03,13206.0,9311.34,0
PL00005521,SJ0002528,P0046,1,2024-03-01,D025,R03,4402.0,3103.78,0
PL00005522,SJ0002530,P0106,1,2024-03-01,D017,R02,3703.87,2307.08,0
PL00005523,SJ0002530,P0059,2,2024-03-01,D017,R02,1550.72,997.38,0
PL00005524,SJ0002530,P0103,4,2024-03-01,D017,R02,13540.28,10634.36,0
PL00005525,SJ0002531,P0168,1,2024-03-01,D002,R06,5049.22,3169.11,0
PL00005526,SJ0002531,P0001,1,2024-03-01,D002,R06,3320.07,2128.62,0
PL00005527,SJ0002531,P0147,1,2024-03-01,D002,R06,1509.1,1038.22,0
PL00005528,SJ0002532,P0153,1,2024-03-01,D003,R05,1528.29,1009.68,0
PL00005529,SJ0002532,P0021,2,2024-03-01,D003,R05,8108.54,4820.42,0
PL00005530,SJ0002533,P0143,1,2024-03-01,D024,R02,617.83,448.91,0
PL00005531,SJ0002533,P0026,3,2024-03-01,D024,R02,6107.13,4250.85,0
PL00005532,SJ0002534,P0175,1,2024-03-01,D026,R05,20094.0,13064.06,0
PL00005533,SJ0002534,P0031,1,2024-03-01,D026,R05,38647.54,23035.03,0
PL00005534,SJ0002535,P0180,1,2024-03-01,D016,R02,767.96,475.8,0
PL00005535,SJ0002536,P0162,1,2024-03-01,D011,R01,1066.04,776.16,0
PL00005536,SJ0002536,P0051,1,2024-03-01,D011,R01,14355.19,10113.99,0
PL00005537,SJ0002536,P0162,1,2024-03-01,D011,R01,1066.04,776.16,0
PL00005538,SJ0002537,P0086,1,2024-03-01,D040,R03,27586.39,16998.85,0
PL00005539,SJ0002537,P0064,1,2024-03-01,D040,R03,12828.13,8679.69,0
PL00005540,SJ0002537,P0059,1,2024-03-01,D040,R03,775.36,498.69,0
PL00005541,SJ0002537,P0069,1,2024-03-01,D040,R03,27304.78,16973.97,0
PL00005542,SJ0002537,P0069,1,2024-03-01,D040,R03,27304.78,16973.97,0
PL00005543,SJ0002538,P0001,2,2024-03-01,D001,R02,6640.14,4257.24,0
PL00005544,SJ0002538,P0168,1,2024-03-01,D001,R02,5049.22,3169.11,0
PL00005545,SJ0002539,P0081,1,2024-03-01,D024,R02,1023.25,730.37,0
PL00005546,SJ0002539,P0076,2,2024-03-01,D024,R02,8134.54,5061.66,1
PL00005547,SJ0002539,P0081,1,2024-03-01,D024,R02,1023.25,730.37,0
PL00005548,SJ0002540,P0017,1,2024-03-01,D014,R02,1143.47,711.35,0
PL00005549,SJ0002541,P0178,1,2024-03-01,D013,R05,45625.2,27853.35,0
PL00005550,SJ0002541,P0157,1,2024-03-01,D013,R05,47625.26,33245.59,0
PL00005551,SJ0002541,P0178,1,2024-03-01,D013,R05,45625.2,27853.35,1
PL00005552,SJ0002542,P0171,1,2024-03-01,D033,R01,1279.15,859.45,0
PL00005553,SJ0002542,P0080,4,2024-03-01,D033,R01,14647.08,10170.88,0
PL00005554,SJ0002542,P0100,2,2024-03-01,D033,R01,2862.0,1801.3,0
PL00005555,SJ0002543,P0147,1,2024-03-02,D029,R04,1509.1,1038.22,0
PL00005556,SJ0002544,P0185,2,2024-03-02,D003,R05,5169.92,3862.1,0
PL00005557,SJ0002544,P0022,1,2024-03-02,D003,R05,1421.32,994.67,0
PL00005558,SJ0002544,P0023,3,2024-03-02,D003,R05,7781.94,5307.21,0
PL00005559,SJ0002544,P0014,1,2024-03-02,D003,R05,41486.65,28956.22,0
PL00005560,SJ0002545,P0125,2,2024-03-02,D002,R06,2216.96,1441.16,1
PL00005561,SJ0002545,P0071,1,2024-03-02,D002,R06,1520.22,991.6,0
PL00005562,SJ0002545,P0200,1,2024-03-02,D002,R06,14509.07,9621.21,0
PL00005563,SJ0002546,P0170,1,2024-03-02,D003,R05,4143.26,2498.56,0
PL00005564,SJ0002547,P0114,3,2024-03-02,D035,R06,14448.39,9221.31,0
PL00005565,SJ0002548,P0106,1,2024-03-02,D011,R01,3703.87,2307.08,0
PL00005566,SJ0002548,P0160,1,2024-03-02,D011,R01,1413.17,858.11,0
PL00005567,SJ0002548,P0196,1,2024-03-02,D011,R01,587.41,455.66,0
PL00005568,SJ0002549,P0010,1,2024-03-02,D010,R04,1639.38,1214.76,0
PL00005569,SJ0002549,P0135,1,2024-03-02,D010,R04,950.95,656.0,0
PL00005570,SJ0002550,P0059,1,2024-03-02,D038,R01,775.36,498.69,0
PL00005571,SJ0002550,P0146,1,2024-03-02,D038,R01,785.9,576.39,0
PL00005572,SJ0002550,P0157,1,2024-03-02,D038,R01,47625.26,33245.59,0
PL00005573,SJ0002550,P0032,1,2024-03-02,D038,R01,2060.44,1219.75,0
PL00005574,SJ0002551,P0067,1,2024-03-02,D008,R05,19877.58,14079.65,0
PL00005575,SJ0002551,P0067,1,2024-03-02,D008,R05,19877.58,14079.65,0
PL00005576,SJ0002552,P0001,2,2024-03-02,D015,R02,6640.14,4257.24,0
PL00005577,SJ0002552,P0184,2,2024-03-02,D015,R02,3108.26,2407.62,0
PL00005578,SJ0002553,P0147,1,2024-03-02,D019,R03,1509.1,1038.22,0
PL00005579,SJ0002553,P0184,1,2024-03-02,D019,R03,1554.13,1203.81,0
PL00005580,SJ0002553,P0001,2,2024-03-02,D019,R03,6640.14,4257.24,0
PL00005581,SJ0002554,P0005,1,2024-03-02,D019,R03,11999.97,9212.59,0
PL00005582,SJ0002554,P0059,1,2024-03-02,D019,R03,775.36,498.69,1
PL00005583,SJ0002555,P0018,1,2024-03-02,D016,R02,1216.32,744.02,0
PL00005584,SJ0002556,P0125,1,2024-03-02,D025,R03,1108.48,720.58,0
PL00005585,SJ0002556,P0125,2,2024-03-02,D025,R03,2216.96,1441.16,0
PL00005586,SJ0002557,P0180,1,2024-03-03,D006,R01,767.96,475.8,0
PL00005587,SJ0002557,P0180,1,2024-03-03,D006,R01,767.96,475.8,0
PL00005588,SJ0002557,P0182,1,2024-03-03,D006,R01,1489.73,1033.63,0
PL00005589,SJ0002558,P0126,1,2024-03-03,D009,R04,650.15,484.07,0
PL00005590,SJ0002559,P0156,1,2024-03-03,D023,R02,2115.96,1636.39,0
PL00005591,SJ0002559,P0103,1,2024-03-03,D023,R02,3385.07,2658.59,0
PL00005592,SJ0002560,P0105,1,2024-03-03,D015,R02,1106.11,746.01,0
PL00005593,SJ0002560,P0100,1,2024-03-03,D015,R02,1431.0,900.65,0
PL00005594,SJ0002560,P0147,1,2024-03-03,D015,R02,1509.1,1038.22,0
PL00005595,SJ0002561,P0001,3,2024-03-03,D011,R01,9960.21,6385.86,0
PL00005596,SJ0002561,P0143,2,2024-03-03,D011,R01,1235.66,897.82,0
PL00005597,SJ0002562,P0168,1,2024-03-03,D027,R02,5049.22,3169.11,0
PL00005598,SJ0002562,P0107,1,2024-03-03,D027,R02,2574.67,1949.99,0
PL00005599,SJ0002563,P0173,2,2024-03-03,D014,R02,3701.24,2260.22,0
PL00005600,SJ0002564,P0095,1,2024-03-03,D023,R02,18505.4,11675.58,1
PL00005601,SJ0002564,P0143,1,2024-03-03,D023,R02,617.83,448.91,0
PL00005602,SJ0002565,P0006,1,2024-03-03,D017,R02,2845.64,1955.9,0
PL00005603,SJ0002565,P0159,1,2024-03-03,D017,R02,3826.77,2884.34,0
PL00005604,SJ0002566,P0040,1,2024-03-03,D008,R05,9963.49,6499.31,0
PL00005605,SJ0002566,P0127,1,2024-03-03,D008,R05,12064.23,9065.08,0
PL00005606,SJ0002566,P0165,1,2024-03-03,D008,R05,12836.54,9136.15,0
PL00005607,SJ0002567,P0185,3,2024-03-03,D027,R02,7754.88,5793.15,0
PL00005608,SJ0002567,P0199,1,2024-03-03,D027,R02,121977.62,72463.74,0
PL00005609,SJ0002567,P0014,1,2024-03-03,D027,R02,41486.65,28956.22,1
PL00005610,SJ0002567,P0014,1,2024-03-03,D027,R02,41486.65,28956.22,0
PL00005611,SJ0002568,P0105,2,2024-03-04,D010,R04,2212.22,1492.02,0
PL00005612,SJ0002568,P0168,1,2024-03-04,D010,R04,5049.22,3169.11,0
PL00005613,SJ0002568,P0001,1,2024-03-04,D010,R04,3320.07,2128.62,0
PL00005614,SJ0002569,P0027,1,2024-03-04,D014,R02,1591.94,979.67,0
PL00005615,SJ0002569,P0053,1,2024-03-04,D014,R02,19319.24,11945.99,0
PL00005616,SJ0002570,P0099,1,2024-03-04,D025,R03,1122.86,843.68,0
PL00005617,SJ0002570,P0106,3,2024-03-04,D025,R03,11111.61,6921.24,0
PL00005618,SJ0002571,P0100,1,2024-03-04,D003,R05,1431.0,900.65,0
PL00005619,SJ0002571,P0105,1,2024-03-04,D003,R05,1106.11,746.01,0
PL00005620,SJ0002572,P0073,1,2024-03-04,D015,R02,1101.26,786.71,0
PL00005621,SJ0002572,P0186,3,2024-03-04,D015,R02,7306.17,4829.76,0
PL00005622,SJ0002574,P0105,1,2024-03-04,D023,R02,1106.11,746.01,0
PL00005623,SJ0002575,P0178,1,2024-03-04,D029,R04,45625.2,27853.35,0
PL00005624,SJ0002575,P0155,1,2024-03-04,D029,R04,1396.53,866.67,0
PL00005625,SJ0002576,P0064,1,2024-03-04,D009,R04,12828.13,8679.69,0
PL00005626,SJ0002576,P0086,1,2024-03-04,D009,R04,27586.39,16998.85,0
PL00005627,SJ0002577,P0131,1,2024-03-04,D005,R01,917.83,546.14,0
PL00005628,SJ0002577,P0060,1,2024-03-04,D005,R01,1181.65,923.41,1
PL00005629,SJ0002578,P0081,1,2024-03-04,D024,R02,1023.25,730.37,0
PL00005630,SJ0002578,P0131,1,2024-03-04,D024,R02,917.83,546.14,0
PL00005631,SJ0002578,P0144,2,2024-03-04,D024,R02,8233.58,5968.22,0
PL00005632,SJ0002579,P0153,2,2024-03-05,D009,R04,3056.58,2019.36,0
PL00005633,SJ0002580,P0106,1,2024-03-05,D030,R01,3703.87,2307.08,0
PL00005634,SJ0002580,P0157,1,2024-03-05,D030,R01,47625.26,33245.59,0
PL00005635,SJ0002580,P0110,1,2024-03-05,D030,R01,71330.83,49516.47,0
PL00005636,SJ0002581,P0094,1,2024-03-05,D034,R06,19182.04,11580.6,0
PL00005637,SJ0002582,P0131,2,2024-03-05,D021,R04,1835.66,1092.28,0
PL00005638,SJ0002582,P0126,1,2024-03-05,D021,R04,650.15,484.07,0
PL00005639,SJ0002582,P0126,1,2024-03-05,D021,R04,650.15,484.07,0
PL00005640,SJ0002583,P0022,2,2024-03-05,D021,R04,2842.64,1989.34,0
PL00005641,SJ0002584,P0095,1,2024-03-05,D016,R02,18505.4,11675.58,0
PL00005642,SJ0002585,P0080,1,2024-03-05,D010,R04,3661.77,2542.72,0
PL00005643,SJ0002585,P0176,3,2024-03-05,D010,R04,11779.41,7096.23,0
PL00005644,SJ0002586,P0076,1,2024-03-05,D009,R04,4067.27,2530.83,0
PL00005645,SJ0002586,P0131,1,2024-03-05,D009,R04,917.83,546.14,0
PL00005646,SJ0002587,P0073,1,2024-03-05,D022,R01,1101.26,786.71,0
PL00005647,SJ0002587,P0097,3,2024-03-05,D022,R01,11944.23,7137.54,0
PL00005648,SJ0002588,P0200,1,2024-03-06,D038,R01,14509.07,9621.21,0
PL00005649,SJ0002588,P0173,2,2024-03-06,D038,R01,3701.24,2260.22,0
PL00005650,SJ0002588,P0139,1,2024-03-06,D038,R01,19119.82,14808.17,0
PL00005651,SJ0002589,P0163,1,2024-03-06,D002,R06,2096.23,1520.01,0
PL00005652,SJ0002589,P0050,2,2024-03-06,D002,R06,5174.14,3228.82,0
PL00005653,SJ0002589,P0075,2,2024-03-06,D002,R06,8632.14,6331.72,0
PL00005654,SJ0002589,P0050,1,2024-03-06,D002,R06,2587.07,1614.41,0
PL00005655,SJ0002589,P0163,1,2024-03-06,D002,R06,2096.23,1520.01,0
PL00005656,SJ0002590,P0105,1,2024-03-06,D035,R06,1106.11,746.01,0
PL00005657,SJ0002590,P0100,1,2024-03-06,D035,R06,1431.0,900.65,0
PL00005658,SJ0002590,P0080,1,2024-03-06,D035,R06,3661.77,2542.72,0
PL00005659,SJ0002591,P0160,2,2024-03-06,D022,R01,2826.34,1716.22,0
PL00005660,SJ0002591,P0065,1,2024-03-06,D022,R01,600.22,434.06,0
PL00005661,SJ0002592,P0146,2,2024-03-06,D033,R01,1571.8,1152.78,0
PL00005662,SJ0002592,P0160,1,2024-03-06,D033,R01,1413.17,858.11,0
PL00005663,SJ0002593,P0118,3,2024-03-06,D004,R04,10819.98,7614.42,0
PL00005664,SJ0002593,P0170,1,2024-03-06,D004,R04,4143.26,2498.56,0
PL00005665,SJ0002593,P0181,1,2024-03-06,D004,R04,3616.77,2374.87,0
PL00005666,SJ0002594,P0111,1,2024-03-06,D033,R01,839.34,542.1,0
PL00005667,SJ0002595,P0125,1,2024-03-06,D021,R04,1108.48,720.58,0
PL00005668,SJ0002595,P0163,1,2024-03-06,D021,R04,2096.23,1520.01,1
PL00005669,SJ0002596,P0147,1,2024-03-06,D021,R04,1509.1,1038.22,0
PL00005670,SJ0002596,P0147,1,2024-03-06,D021,R04,1509.1,1038.22,0
PL00005671,SJ0002598,P0068,1,2024-03-06,D030,R01,1259.73,847.55,0
PL00005672,SJ0002599,P0173,1,2024-03-06,D036,R05,1850.62,1130.11,1
PL00005673,SJ0002599,P0050,1,2024-03-06,D036,R05,2587.07,1614.41,0
PL00005674,SJ0002600,P0123,2,2024-03-06,D014,R02,5872.46,4508.28,0
PL00005675,SJ0002600,P0066,1,2024-03-06,D014,R02,3853.91,2883.23,0
PL00005676,SJ0002600,P0122,1,2024-03-06,D014,R02,3608.88,2645.54,0
PL00005677,SJ0002601,P0152,1,2024-03-07,D019,R03,1045.55,633.9,0
PL00005678,SJ0002601,P0081,1,2024-03-07,D019,R03,1023.25,730.37,0
PL00005679,SJ0002602,P0095,1,2024-03-07,D012,R06,18505.4,11675.58,0
PL00005680,SJ0002602,P0143,1,2024-03-07,D012,R06,617.83,448.91,0
PL00005681,SJ0002602,P0171,2,2024-03-07,D012,R06,2558.3,1718.9,0
PL00005682,SJ0002603,P0091,1,2024-03-07,D010,R04,4490.0,2744.51,0
PL00005683,SJ0002603,P0158,1,2024-03-07,D010,R04,1071.13,706.0,0
PL00005684,SJ0002605,P0160,1,2024-03-07,D016,R02,1413.17,858.11,0
PL00005685,SJ0002606,P0105,1,2024-03-07,D003,R05,1106.11,746.01,0
PL00005686,SJ0002606,P0100,2,2024-03-07,D003,R05,2862.0,1801.3,0
PL00005687,SJ0002607,P0171,1,2024-03-07,D039,R04,1279.15,859.45,0
PL00005688,SJ0002608,P0176,3,2024-03-07,D025,R03,11779.41,7096.23,0
PL00005689,SJ0002608,P0176,1,2024-03-07,D025,R03,3926.47,2365.41,0
PL00005690,SJ0002609,P0075,1,2024-03-07,D033,R01,4316.07,3165.86,0
PL00005691,SJ0002609,P0074,1,2024-03-07,D033,R01,49375.39,32571.83,0
PL00005692,SJ0002609,P0181,1,2024-03-07,D033,R01,3616.77,2374.87,0
PL00005693,SJ0002609,P0012,1,2024-03-07,D033,R01,59155.18,35800.83,0
PL00005694,SJ0002609,P0050,1,2024-03-07,D033,R01,2587.07,1614.41,0
PL00005695,SJ0002610,P0073,1,2024-03-08,D031,R04,1101.26,786.71,0
PL00005696,SJ0002610,P0114,1,2024-03-08,D031,R04,4816.13,3073.77,0
PL00005697,SJ0002611,P0044,1,2024-03-08,D021,R04,4049.03,2404.81,0
PL00005698,SJ0002612,P0057,1,2024-03-08,D022,R01,12918.18,7862.43,0
PL00005699,SJ0002612,P0053,1,2024-03-08,D022,R01,19319.24,11945.99,0
PL00005700,SJ0002612,P0186,1,2024-03-08,D022,R01,2435.39,1609.92,0
PL00005701,SJ0002613,P0100,1,2024-03-08,D010,R04,1431.0,900.65,0
PL00005702,SJ0002613,P0147,1,2024-03-08,D010,R04,1509.1,1038.22,1
PL00005703,SJ0002613,P0100,1,2024-03-08,D010,R04,1431.0,900.65,0
PL00005704,SJ0002614,P0074,1,2024-03-08,D021,R04,49375.39,32571.83,0
PL00005705,SJ0002614,P0153,1,2024-03-08,D021,R04,1528.29,1009.68,0
PL00005706,SJ0002614,P0074,1,2024-03-08,D021,R04,49375.39,32571.83,0
PL00005707,SJ0002614,P0075,2,2024-03-08,D021,R04,8632.14,6331.72,0
PL00005708,SJ0002614,P0012,1,2024-03-08,D021,R04,59155.18,35800.83,0
PL00005709,SJ0002615,P0176,1,2024-03-09,D009,R04,3926.47,2365.41,0
PL00005710,SJ0002615,P0176,1,2024-03-09,D009,R04,3926.47,2365.41,0
PL00005711,SJ0002615,P0176,2,2024-03-09,D009,R04,7852.94,4730.82,0
PL00005712,SJ0002615,P0176,1,2024-03-09,D009,R04,3926.47,2365.41,1
PL00005713,SJ0002615,P0184,1,2024-03-09,D009,R04,1554.13,1203.81,0
PL00005714,SJ0002616,P0176,1,2024-03-09,D033,R01,3926.47,2365.41,0
PL00005715,SJ0002616,P0085,1,2024-03-09,D033,R01,31483.94,20605.18,0
PL00005716,SJ0002616,P0026,1,2024-03-09,D033,R01,2035.71,1416.95,0
PL00005717,SJ0002616,P0109,1,2024-03-09,D033,R01,12895.31,9718.8,0
PL00005718,SJ0002616,P0176,2,2024-03-09,D033,R01,7852.94,4730.82,0
PL00005719,SJ0002617,P0139,1,2024-03-09,D008,R05,19119.82,14808.17,0
PL00005720,SJ0002618,P0143,1,2024-03-09,D012,R06,617.83,448.91,0
PL00005721,SJ0002619,P0123,1,2024-03-09,D030,R01,2936.23,2254.14,0
PL00005722,SJ0002620,P0018,1,2024-03-09,D012,R06,1216.32,744.02,0
PL00005723,SJ0002621,P0116,1,2024-03-09,D011,R01,4171.65,2499.21,0
PL00005724,SJ0002621,P0166,3,2024-03-09,D011,R01,11693.46,7327.71,1
PL00005725,SJ0002621,P0075,2,2024-03-09,D011,R01,8632.14,6331.72,0
PL00005726,SJ0002621,P0170,1,2024-03-09,D011,R01,4143.26,2498.56,0
PL00005727,SJ0002621,P0170,1,2024-03-09,D011,R01,4143.26,2498.56,0
PL00005728,SJ0002622,P0163,1,2024-03-09,D011,R01,2096.23,1520.01,0
PL00005729,SJ0002622,P0125,2,2024-03-09,D011,R01,2216.96,1441.16,0
PL00005730,SJ0002622,P0153,2,2024-03-09,D011,R01,3056.58,2019.36,0
PL00005731,SJ0002623,P0173,1,2024-03-09,D040,R03,1850.62,1130.11,0
PL00005732,SJ0002624,P0143,1,2024-03-09,D022,R01,617.83,448.91,0
PL00005733,SJ0002624,P0063,1,2024-03-09,D022,R01,12553.59,9450.84,0
PL00005734,SJ0002624,P0148,1,2024-03-09,D022,R01,12286.48,8521.14,0
PL00005735,SJ0002625,P0143,1,2024-03-09,D025,R03,617.83,448.91,0
PL00005736,SJ0002625,P0095,1,2024-03-09,D025,R03,18505.4,11675.58,0
PL00005737,SJ0002626,P0015,1,2024-03-09,D037,R02,1035.19,696.63,0
PL00005738,SJ0002627,P0185,1,2024-03-10,D032,R01,2584.96,1931.05,0
PL00005739,SJ0002627,P0055,2,2024-03-10,D032,R01,4435.9,3270.82,0
PL00005740,SJ0002627,P0076,2,2024-03-10,D032,R01,8134.54,5061.66,0
PL00005741,SJ0002628,P0075,1,2024-03-10,D030,R01,4316.07,3165.86,0
PL00005742,SJ0002628,P0071,1,2024-03-10,D030,R01,1520.22,991.6,0
PL00005743,SJ0002628,P0075,1,2024-03-10,D030,R01,4316.07,3165.86,0
PL00005744,SJ0002629,P0046,2,2024-03-10,D002,R06,8804.0,6207.56,0
PL00005745,SJ0002629,P0172,1,2024-03-10,D002,R06,4142.58,2681.41,0
PL00005746,SJ0002630,P0171,1,2024-03-10,D008,R05,1279.15,859.45,0
PL00005747,SJ0002630,P0100,1,2024-03-10,D008,R05,1431.0,900.65,0
PL00005748,SJ0002630,P0147,2,2024-03-10,D008,R05,3018.2,2076.44,0
PL00005749,SJ0002631,P0118,1,2024-03-10,D012,R06,3606.66,2538.14,0
