feedback_id,service_job_id,customer_id,service_date,csat_score,nps_score,nps_group,complaint_reason,is_stockout_impacted,is_emergency,downtime_days,job_type,resolution_status
FB0000610,SJ0002147,C02411,2024-01-29,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0000611,SJ0002149,C02349,2024-01-29,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000612,SJ0002153,C01985,2024-01-29,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000613,SJ0002154,C00696,2024-01-29,4,8,Passive,Satisfied,0,0,5,Breakdown,Fixed
FB0000614,SJ0002160,C00473,2024-01-29,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0000615,SJ0002162,C01854,2024-01-30,4,8,Passive,Satisfied,0,0,4,Breakdown,Fixed
FB0000616,SJ0002164,C01507,2024-01-30,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000617,SJ0002165,C01940,2024-01-30,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0000618,SJ0002166,C00626,2024-01-30,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0000619,SJ0002172,C00522,2024-01-31,5,10,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000620,SJ0002174,C01081,2024-01-31,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0000621,SJ0002177,C00282,2024-02-01,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0000622,SJ0002182,C01797,2024-02-01,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000623,SJ0002183,C00064,2024-02-01,4,8,Passive,Satisfied,0,0,6,Breakdown,Fixed
FB0000624,SJ0002189,C00759,2024-02-01,3,8,Passive,Unexpected breakdown,0,0,1,Breakdown,Fixed
FB0000625,SJ0002193,C00816,2024-02-02,4,8,Passive,Satisfied,0,0,5,Breakdown,Fixed
FB0000626,SJ0002203,C01405,2024-02-02,2,6,Detractor,High downtime,0,0,5,Breakdown,Repeat
FB0000627,SJ0002212,C00471,2024-02-03,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0000628,SJ0002215,C00169,2024-02-03,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000629,SJ0002220,C00618,2024-02-03,3,7,Passive,High downtime,0,0,8,Breakdown,Fixed
FB0000630,SJ0002223,C00179,2024-02-04,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0000631,SJ0002225,C00910,2024-02-04,4,8,Passive,Satisfied,0,1,2,Breakdown,Fixed
FB0000632,SJ0002228,C00431,2024-02-04,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000633,SJ0002237,C01766,2024-02-05,3,8,Passive,High downtime,0,0,5,Breakdown,Fixed
FB0000634,SJ0002238,C00638,2024-02-05,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000635,SJ0002240,C00541,2024-02-05,3,7,Passive,Repeat issue,0,0,2,Breakdown,Repeat
FB0000636,SJ0002246,C00155,2024-02-05,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000637,SJ0002252,C00460,2024-02-06,5,10,Promoter,Satisfied,0,0,2,Preventive,Fixed
FB0000638,SJ0002255,C01855,2024-02-06,3,8,Passive,Unexpected breakdown,0,0,3,Breakdown,Fixed
FB0000639,SJ0002258,C01419,2024-02-06,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000640,SJ0002259,C02292,2024-02-06,3,7,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0000641,SJ0002261,C01428,2024-02-07,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0000642,SJ0002262,C01428,2024-02-07,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0000643,SJ0002265,C01979,2024-02-07,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0000644,SJ0002266,C00977,2024-02-07,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0000645,SJ0002270,C00900,2024-02-07,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000646,SJ0002274,C01286,2024-02-08,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0000647,SJ0002277,C02004,2024-02-08,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0000648,SJ0002281,C01201,2024-02-08,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0000649,SJ0002294,C01809,2024-02-09,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0000650,SJ0002295,C01260,2024-02-09,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0000651,SJ0002299,C01208,2024-02-10,2,6,Detractor,High downtime,0,0,5,Breakdown,Repeat
FB0000652,SJ0002301,C00370,2024-02-10,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0000653,SJ0002302,C02412,2024-02-11,5,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000654,SJ0002303,C01777,2024-02-11,4,9,Promoter,Satisfied,0,0,1,Breakdown,Repeat
FB0000655,SJ0002304,C01313,2024-02-11,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0000656,SJ0002307,C01286,2024-02-11,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0000657,SJ0002312,C00638,2024-02-11,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000658,SJ0002314,C00213,2024-02-11,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0000659,SJ0002315,C00229,2024-02-12,3,8,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0000660,SJ0002316,C00013,2024-02-12,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0000661,SJ0002318,C02412,2024-02-12,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000662,SJ0002319,C01642,2024-02-12,2,6,Detractor,Emergency order,0,1,3,Breakdown,Fixed
FB0000663,SJ0002320,C01723,2024-02-12,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000664,SJ0002321,C01413,2024-02-12,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0000665,SJ0002323,C01101,2024-02-12,3,6,Detractor,Repeat issue,0,0,1,Breakdown,Repeat
FB0000666,SJ0002324,C01601,2024-02-13,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000667,SJ0002326,C02411,2024-02-13,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0000668,SJ0002328,C00241,2024-02-13,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000669,SJ0002331,C01399,2024-02-13,4,8,Passive,Satisfied,0,0,6,Breakdown,Fixed
FB0000670,SJ0002332,C01418,2024-02-13,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0000671,SJ0002337,C02297,2024-02-14,2,5,Detractor,Repeat issue,0,0,1,Breakdown,Repeat
FB0000672,SJ0002339,C01551,2024-02-14,3,8,Passive,Unexpected breakdown,0,0,3,Breakdown,Fixed
FB0000673,SJ0002341,C00754,2024-02-14,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0000674,SJ0002343,C01419,2024-02-14,4,8,Passive,Satisfied,0,0,6,Breakdown,Fixed
FB0000675,SJ0002350,C00882,2024-02-15,3,8,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0000676,SJ0002370,C02105,2024-02-16,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0000677,SJ0002375,C00033,2024-02-17,4,8,Passive,Satisfied,0,0,4,Breakdown,Fixed
FB0000678,SJ0002380,C00007,2024-02-17,2,6,Detractor,High downtime,0,1,7,Breakdown,Fixed
FB0000679,SJ0002385,C02028,2024-02-18,3,7,Passive,High downtime,0,0,6,Breakdown,Fixed
FB0000680,SJ0002400,C02361,2024-02-19,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0000681,SJ0002405,C02371,2024-02-20,5,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000682,SJ0002409,C01099,2024-02-20,4,8,Passive,Satisfied,1,0,1,Breakdown,Fixed
FB0000683,SJ0002410,C00872,2024-02-20,4,8,Passive,Satisfied,0,1,2,Breakdown,Fixed
FB0000684,SJ0002414,C02438,2024-02-20,4,8,Passive,Satisfied,0,1,2,Breakdown,Fixed
FB0000685,SJ0002418,C01614,2024-02-20,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000686,SJ0002420,C01602,2024-02-21,5,10,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000687,SJ0002424,C01366,2024-02-21,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000688,SJ0002427,C00821,2024-02-21,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0000689,SJ0002428,C01871,2024-02-21,4,8,Passive,Satisfied,0,0,5,Breakdown,Fixed
FB0000690,SJ0002432,C01652,2024-02-21,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0000691,SJ0002440,C00323,2024-02-22,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000692,SJ0002446,C00514,2024-02-23,4,9,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000693,SJ0002448,C01334,2024-02-23,3,7,Passive,Repeat issue,0,0,1,Breakdown,Repeat
FB0000694,SJ0002451,C00507,2024-02-23,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000695,SJ0002452,C00938,2024-02-23,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0000696,SJ0002453,C01875,2024-02-23,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000697,SJ0002462,C00435,2024-02-24,5,10,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000698,SJ0002467,C00900,2024-02-24,4,8,Passive,Satisfied,0,0,4,Breakdown,Fixed
FB0000699,SJ0002469,C01924,2024-02-25,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0000700,SJ0002471,C01223,2024-02-25,3,6,Detractor,Repeat issue,0,0,4,Breakdown,Repeat
FB0000701,SJ0002473,C01815,2024-02-25,1,5,Detractor,High downtime,0,0,8,Breakdown,Repeat
FB0000702,SJ0002474,C00125,2024-02-25,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0000703,SJ0002476,C01865,2024-02-25,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0000704,SJ0002486,C01822,2024-02-26,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0000705,SJ0002487,C01797,2024-02-26,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0000706,SJ0002490,C00192,2024-02-26,4,9,Promoter,Satisfied,1,0,0,Inspection,Fixed
FB0000707,SJ0002498,C00744,2024-02-27,5,10,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000708,SJ0002503,C01511,2024-02-27,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0000709,SJ0002511,C02017,2024-02-28,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0000710,SJ0002516,C01129,2024-02-29,3,6,Detractor,Repeat issue,0,1,1,Breakdown,Repeat
FB0000711,SJ0002526,C00853,2024-03-01,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000712,SJ0002533,C00031,2024-03-01,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0000713,SJ0002535,C00718,2024-03-01,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0000714,SJ0002538,C01528,2024-03-01,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0000715,SJ0002565,C02467,2024-03-03,4,8,Passive,Satisfied,1,0,0,Preventive,Fixed
FB0000716,SJ0002566,C01055,2024-03-03,5,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000717,SJ0002569,C01343,2024-03-04,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0000718,SJ0002581,C01364,2024-03-05,5,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000719,SJ0002590,C00745,2024-03-06,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000720,SJ0002593,C00717,2024-03-06,3,7,Passive,High downtime,0,0,5,Breakdown,Fixed
FB0000721,SJ0002594,C00581,2024-03-06,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0000722,SJ0002596,C00739,2024-03-06,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000723,SJ0002608,C02479,2024-03-07,4,8,Passive,Satisfied,0,0,4,Breakdown,Fixed
FB0000724,SJ0002613,C00281,2024-03-08,3,8,Passive,Emergency order,0,1,3,Breakdown,Fixed
FB0000725,SJ0002617,C02032,2024-03-09,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0000726,SJ0002618,C00094,2024-03-09,1,4,Detractor,Repeat issue,1,0,3,Breakdown,Repeat
FB0000727,SJ0002620,C01258,2024-03-09,3,7,Passive,High downtime,0,0,5,Breakdown,Fixed
FB0000728,SJ0002625,C00552,2024-03-09,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000729,SJ0002626,C02012,2024-03-09,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0000730,SJ0002654,C01979,2024-03-12,3,7,Passive,Emergency order,0,1,4,Breakdown,Fixed
FB0000731,SJ0002667,C02467,2024-03-12,3,7,Passive,Emergency order,0,1,4,Breakdown,Fixed
FB0000732,SJ0002671,C00690,2024-03-13,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000733,SJ0002677,C00488,2024-03-14,3,7,Passive,Unexpected breakdown,0,0,3,Breakdown,Fixed
FB0000734,SJ0002680,C02447,2024-03-14,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0000735,SJ0002681,C00477,2024-03-14,3,7,Passive,High downtime,0,0,6,Breakdown,Fixed
FB0000736,SJ0002682,C00802,2024-03-14,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000737,SJ0002683,C02129,2024-03-14,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0000738,SJ0002698,C01983,2024-03-15,3,7,Passive,Repeat issue,0,0,1,Breakdown,Repeat
FB0000739,SJ0002703,C01617,2024-03-16,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0000740,SJ0002708,C01239,2024-03-16,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0000741,SJ0002709,C02160,2024-03-16,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0000742,SJ0002711,C01984,2024-03-16,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000743,SJ0002716,C01007,2024-03-16,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000744,SJ0002719,C01946,2024-03-16,1,4,Detractor,Repeat issue,1,0,3,Breakdown,Repeat
FB0000745,SJ0002722,C01296,2024-03-17,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0000746,SJ0002723,C00690,2024-03-17,4,9,Promoter,Satisfied,0,0,5,Breakdown,Fixed
FB0000747,SJ0002727,C01246,2024-03-17,3,7,Passive,High downtime,0,0,7,Breakdown,Fixed
FB0000748,SJ0002729,C00285,2024-03-17,3,7,Passive,Unexpected breakdown,0,0,3,Breakdown,Fixed
FB0000749,SJ0002737,C01909,2024-03-18,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0000750,SJ0002739,C02081,2024-03-18,3,8,Passive,Parts unavailable,1,0,0,Preventive,Fixed
FB0000751,SJ0002760,C00068,2024-03-20,3,8,Passive,Unexpected breakdown,0,0,3,Breakdown,Fixed
FB0000752,SJ0002763,C01804,2024-03-21,3,7,Passive,Repeat issue,0,0,1,Breakdown,Repeat
FB0000753,SJ0002772,C00976,2024-03-22,3,7,Passive,Emergency order,0,1,2,Breakdown,Fixed
FB0000754,SJ0002775,C02253,2024-03-22,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000755,SJ0002786,C00739,2024-03-22,3,8,Passive,High downtime,0,0,5,Breakdown,Fixed
FB0000756,SJ0002793,C00310,2024-03-23,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0000757,SJ0002796,C02436,2024-03-23,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000758,SJ0002801,C01482,2024-03-23,3,7,Passive,Repeat issue,0,0,1,Breakdown,Repeat
FB0000759,SJ0002807,C00688,2024-03-24,3,7,Passive,Unexpected breakdown,0,0,2,Breakdown,Fixed
FB0000760,SJ0002812,C01474,2024-03-24,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000761,SJ0002827,C01567,2024-03-25,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0000762,SJ0002830,C01986,2024-03-25,3,8,Passive,Unexpected breakdown,0,0,1,Breakdown,Fixed
FB0000763,SJ0002834,C00672,2024-03-26,5,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000764,SJ0002837,C00583,2024-03-26,3,8,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0000765,SJ0002841,C01388,2024-03-27,3,6,Detractor,Repeat issue,0,0,3,Breakdown,Repeat
FB0000766,SJ0002848,C00167,2024-03-28,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0000767,SJ0002849,C00584,2024-03-28,2,6,Detractor,Repeat issue,0,0,3,Breakdown,Repeat
FB0000768,SJ0002853,C00640,2024-03-28,3,6,Detractor,Repeat issue,0,0,1,Breakdown,Repeat
FB0000769,SJ0002855,C00059,2024-03-28,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000770,SJ0002856,C02313,2024-03-28,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0000771,SJ0002861,C01099,2024-03-29,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0000772,SJ0002862,C00397,2024-03-29,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000773,SJ0002863,C00372,2024-03-29,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000774,SJ0002870,C01428,2024-03-30,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000775,SJ0002875,C00744,2024-03-30,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000776,SJ0002878,C01572,2024-03-31,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000777,SJ0002880,C00066,2024-03-31,2,6,Detractor,Repeat issue,0,0,4,Breakdown,Repeat
FB0000778,SJ0002885,C00626,2024-03-31,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000779,SJ0002899,C02191,2024-04-01,5,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000780,SJ0002903,C02297,2024-04-02,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0000781,SJ0002907,C02237,2024-04-02,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000782,SJ0002909,C01698,2024-04-02,5,10,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000783,SJ0002910,C02313,2024-04-02,3,8,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0000784,SJ0002911,C01986,2024-04-02,2,6,Detractor,High downtime,1,0,6,Breakdown,Fixed
FB0000785,SJ0002918,C01076,2024-04-03,2,6,Detractor,High downtime,0,1,5,Breakdown,Fixed
FB0000786,SJ0002920,C01903,2024-04-04,3,7,Passive,High downtime,0,0,6,Breakdown,Fixed
FB0000787,SJ0002928,C00220,2024-04-04,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000788,SJ0002932,C00179,2024-04-05,3,7,Passive,High downtime,0,0,5,Breakdown,Fixed
FB0000789,SJ0002933,C02118,2024-04-05,3,7,Passive,High downtime,0,0,6,Breakdown,Fixed
FB0000790,SJ0002937,C02405,2024-04-05,4,8,Passive,Satisfied,0,0,1,Breakdown,Repeat
FB0000791,SJ0002945,C02171,2024-04-06,3,7,Passive,Parts unavailable,1,0,1,Breakdown,Fixed
FB0000792,SJ0002949,C00709,2024-04-06,2,6,Detractor,High downtime,0,1,6,Breakdown,Fixed
FB0000793,SJ0002954,C00932,2024-04-07,5,10,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000794,SJ0002955,C00445,2024-04-07,4,9,Promoter,Satisfied,0,0,4,Breakdown,Fixed
FB0000795,SJ0002956,C01450,2024-04-07,4,9,Promoter,Satisfied,0,1,1,Breakdown,Fixed
FB0000796,SJ0002957,C01428,2024-04-07,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000797,SJ0002963,C01704,2024-04-07,2,6,Detractor,Repeat issue,0,1,1,Breakdown,Repeat
FB0000798,SJ0002968,C02277,2024-04-07,3,8,Passive,Parts unavailable,1,0,1,Breakdown,Fixed
FB0000799,SJ0002972,C00435,2024-04-08,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000800,SJ0002975,C01852,2024-04-08,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0000801,SJ0002978,C00767,2024-04-08,3,8,Passive,High downtime,0,0,5,Breakdown,Fixed
FB0000802,SJ0002980,C01905,2024-04-08,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0000803,SJ0002982,C01101,2024-04-08,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0000804,SJ0002983,C01101,2024-04-08,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0000805,SJ0002986,C02191,2024-04-08,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000806,SJ0002995,C02292,2024-04-09,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000807,SJ0002996,C01158,2024-04-09,3,7,Passive,Parts unavailable,1,0,2,Breakdown,Fixed
FB0000808,SJ0002998,C02163,2024-04-10,3,8,Passive,Unexpected breakdown,0,0,1,Breakdown,Fixed
FB0000809,SJ0003005,C02118,2024-04-10,4,8,Passive,Satisfied,0,0,4,Breakdown,Fixed
FB0000810,SJ0003006,C02298,2024-04-10,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0000811,SJ0003011,C02196,2024-04-10,3,8,Passive,Unexpected breakdown,0,0,1,Breakdown,Fixed
FB0000812,SJ0003019,C02038,2024-04-11,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000813,SJ0003022,C00739,2024-04-11,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0000814,SJ0003028,C02207,2024-04-11,3,8,Passive,Repeat issue,0,0,1,Breakdown,Repeat
FB0000815,SJ0003033,C00539,2024-04-12,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0000816,SJ0003034,C00162,2024-04-12,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0000817,SJ0003036,C01572,2024-04-12,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0000818,SJ0003046,C02371,2024-04-13,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0000819,SJ0003048,C01164,2024-04-13,3,8,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0000820,SJ0003049,C02462,2024-04-13,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000821,SJ0003056,C00428,2024-04-13,4,9,Promoter,Satisfied,0,0,4,Breakdown,Fixed
FB0000822,SJ0003058,C00143,2024-04-14,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000823,SJ0003062,C01328,2024-04-14,4,8,Passive,Satisfied,0,0,4,Breakdown,Fixed
FB0000824,SJ0003064,C01017,2024-04-14,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0000825,SJ0003065,C00169,2024-04-14,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000826,SJ0003074,C00704,2024-04-15,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0000827,SJ0003077,C01056,2024-04-15,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0000828,SJ0003079,C00626,2024-04-15,4,8,Passive,Satisfied,1,0,1,Breakdown,Fixed
FB0000829,SJ0003088,C00736,2024-04-16,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0000830,SJ0003089,C01793,2024-04-16,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0000831,SJ0003093,C01931,2024-04-16,3,7,Passive,High downtime,0,0,6,Breakdown,Fixed
FB0000832,SJ0003094,C02182,2024-04-16,4,8,Passive,Satisfied,0,0,4,Breakdown,Fixed
FB0000833,SJ0003095,C00950,2024-04-16,3,7,Passive,Unexpected breakdown,0,0,3,Breakdown,Fixed
FB0000834,SJ0003100,C01909,2024-04-17,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0000835,SJ0003108,C01440,2024-04-17,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000836,SJ0003111,C00280,2024-04-17,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000837,SJ0003116,C02447,2024-04-18,2,5,Detractor,Repeat issue,0,1,3,Breakdown,Repeat
FB0000838,SJ0003119,C00347,2024-04-18,3,7,Passive,Parts unavailable,1,0,3,Breakdown,Fixed
FB0000839,SJ0003122,C02315,2024-04-18,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000840,SJ0003129,C01249,2024-04-19,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000841,SJ0003139,C00626,2024-04-19,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000842,SJ0003140,C01903,2024-04-20,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000843,SJ0003144,C01846,2024-04-20,3,6,Detractor,Repeat issue,0,0,3,Breakdown,Repeat
FB0000844,SJ0003150,C01857,2024-04-20,2,6,Detractor,High downtime,0,0,5,Breakdown,Repeat
FB0000845,SJ0003151,C01607,2024-04-20,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000846,SJ0003152,C01059,2024-04-20,3,7,Passive,Parts unavailable,1,0,4,Breakdown,Fixed
FB0000847,SJ0003153,C00460,2024-04-20,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000848,SJ0003166,C00355,2024-04-22,2,5,Detractor,High downtime,1,0,6,Breakdown,Fixed
FB0000849,SJ0003169,C02130,2024-04-22,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0000850,SJ0003170,C01260,2024-04-22,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0000851,SJ0003171,C01260,2024-04-22,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0000852,SJ0003173,C01267,2024-04-22,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0000853,SJ0003178,C02349,2024-04-23,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0000854,SJ0003180,C00822,2024-04-23,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0000855,SJ0003189,C01261,2024-04-24,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0000856,SJ0003190,C00844,2024-04-24,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0000857,SJ0003194,C02361,2024-04-24,3,7,Passive,High downtime,0,1,5,Breakdown,Fixed
FB0000858,SJ0003199,C00718,2024-04-24,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
