customer_id,customer_name,customer_type,region_id,size_band
C00535,"Gopal, Dayal and Sant",Rental,R02,Small
C00536,"Bhakta, Dash and Vasa",Rental,R05,Medium
C00537,Modi and Sons,Fleet,R05,Medium
C00538,Naidu Ltd,Fleet,R01,Small
C00539,Pal PLC,Government,R02,Medium
C00540,Brar-Krishna,Contractor,R02,Small
C00541,Maharaj and Sons,Fleet,R02,Small
C00542,"Mitter, Walla and Chander",Fleet,R02,Large
C00543,"Ganguly, Dube and Garg",Contractor,R01,Medium
C00544,"Nazareth, Barman and Balakrishnan",Contractor,R03,Medium
C00545,Bath Ltd,Contractor,R05,Small
C00546,"Lanka, Kade and Saha",Contractor,R04,Medium
C00547,"Balasubramanian, Tank and Mann",Contractor,R04,Small
C00548,"Mittal, Subramanian and Konda",Contractor,R01,Small
C00549,"Ravi, Mishra and Setty",Fleet,R06,Small
C00550,Bhasin and Sons,Fleet,R05,Small
C00551,Sagar-Sule,Contractor,R05,Medium
C00552,Jani-Oak,Rental,R05,Medium
C00553,"Dhawan, Munshi and Nagar",Contractor,R06,Small
C00554,"Pai, Rastogi and De",Contractor,R03,Small
C00555,Varma-Cherian,Fleet,R02,Small
C00556,Khurana-Shukla,Contractor,R04,Small
C00557,Loke Group,Contractor,R05,Medium
C00558,Dhaliwal Inc,Fleet,R05,Medium
C00559,Mannan Group,Fleet,R03,Small
C00560,"Sahota, Kothari and Dutta",Contractor,R01,Small
C00561,Munshi-Gupta,Fleet,R02,Medium
C00562,Tara PLC,Fleet,R06,Medium
C00563,Tara-Morar,Fleet,R04,Small
C00564,Bajaj-Chana,Fleet,R03,Small
C00565,Tiwari-Shankar,Fleet,R02,Medium
C00566,Kale PLC,Rental,R02,Small
C00567,Bava-Bedi,Contractor,R05,Small
C00568,Talwar-Singhal,Contractor,R04,Medium
C00569,Yadav-Anand,Government,R05,Medium
C00570,Sankar and Sons,Contractor,R03,Medium
C00571,Pau-Rau,Fleet,R04,Medium
C00572,Bath-Rattan,Contractor,R02,Medium
C00573,Hayer LLC,Contractor,R04,Small
C00574,"Mani, Borah and Raju",Contractor,R03,Small
C00575,"Seshadri, Mammen and Dani",Contractor,R03,Small
C00576,Chatterjee Group,Fleet,R04,Small
C00577,Nori-Pau,Fleet,R06,Medium
C00578,Issac PLC,Contractor,R01,Medium
C00579,"Ratti, Tella and Baria",Contractor,R05,Large
C00580,Barad and Sons,Contractor,R02,Medium
C00581,"Nath, Som and Venkataraman",Contractor,R03,Small
C00582,Dixit-Varma,Rental,R01,Small
C00583,Narang PLC,Contractor,R02,Medium
C00584,Gaba-Ramaswamy,Fleet,R03,Medium
C00585,"Mistry, Nayar and Tripathi",Fleet,R01,Medium
C00586,"Walia, Suri and Mistry",Fleet,R03,Medium
C00587,Badal-Pillay,Fleet,R06,Medium
C00588,Choudhary-Saha,Fleet,R01,Medium
C00589,"Morar, Bala and Som",Fleet,R05,Small
C00590,Kari-Behl,Fleet,R03,Medium
C00591,"Srinivasan, Garde and Viswanathan",Fleet,R04,Medium
C00592,"Rai, Divan and Kibe",Rental,R02,Small
C00593,Choudhary and Sons,Fleet,R01,Medium
C00594,Sastry LLC,Contractor,R01,Small
C00595,Doshi-Sachar,Contractor,R01,Large
C00596,"Jani, Roy and Thaker",Rental,R02,Small
C00597,"Sinha, Bhatia and Devi",Fleet,R04,Medium
C00598,"Johal, Nair and Sridhar",Contractor,R05,Small
C00599,"Puri, Murthy and Ghose",Rental,R05,Medium
C00600,Walia-Oommen,Rental,R04,Small
C00601,"Pandya, Lalla and Sule",Government,R01,Small
C00602,Koshy LLC,Fleet,R02,Small
C00603,"Misra, Kar and Mishra",Fleet,R02,Large
C00604,Johal-Suresh,Contractor,R02,Small
C00605,Srinivasan-Palla,Rental,R03,Small
C00606,"Mahal, Mani and Dara",Contractor,R03,Medium
C00607,"Raghavan, Rana and Pai",Contractor,R02,Small
C00608,Mannan Inc,Fleet,R02,Large
C00609,Brar-Pal,Government,R05,Small
C00610,Kunda-Srinivas,Fleet,R05,Medium
C00611,Jaggi PLC,Fleet,R02,Small
C00612,Magar-Devan,Contractor,R06,Small
C00613,Khatri and Sons,Contractor,R06,Medium
C00614,Wali and Sons,Fleet,R02,Medium
C00615,"Kaul, Ben and Chaudhry",Fleet,R02,Medium
C00616,Narayanan-Sodhi,Contractor,R03,Small
C00617,Devan Inc,Fleet,R06,Small
C00618,"Dugar, Ray and Soni",Contractor,R05,Small
C00619,Iyengar-Mani,Fleet,R01,Large
C00620,Mangal-Bhargava,Contractor,R03,Small
C00621,Kata PLC,Contractor,R03,Small
C00622,"Barad, Gill and Sahni",Fleet,R03,Small
C00623,Bansal Group,Fleet,R02,Medium
C00624,Grewal-Mann,Fleet,R05,Small
C00625,Andra LLC,Fleet,R04,Large
C00626,"Chhabra, Nayak and Mane",Rental,R05,Small
C00627,Viswanathan-Tak,Fleet,R05,Medium
C00628,Thaman Group,Government,R05,Small
C00629,Hans-Chowdhury,Fleet,R03,Medium
C00630,Gaba-Shanker,Contractor,R04,Large
C00631,"Kurian, Grewal and Atwal",Government,R01,Small
C00632,"Nazareth, Merchant and Hans",Contractor,R04,Large
C00633,Ravi Group,Contractor,R01,Small
C00634,"Narang, Chadha and Rattan",Contractor,R04,Large
C00635,"Chandran, Goyal and Dey",Fleet,R02,Medium
C00636,Naik-Kothari,Rental,R01,Small
C00637,Lal Group,Government,R01,Small
C00638,Sekhon LLC,Rental,R01,Small
C00639,Mittal-Apte,Fleet,R04,Small
C00640,Parsa-Keer,Contractor,R05,Small
C00641,Dani Group,Rental,R03,Small
C00642,Dutta-Ravi,Fleet,R01,Small
C00643,"Thakkar, Mukhopadhyay and Dalal",Fleet,R01,Medium
C00644,"Merchant, Pillai and Kant",Contractor,R01,Small
C00645,Deol Group,Contractor,R01,Small
C00646,Sha Ltd,Government,R05,Medium
C00647,"Prakash, Sagar and Sinha",Fleet,R02,Small
C00648,"Kamdar, Kota and Bumb",Government,R02,Small
C00649,"Sekhon, Wable and Pathak",Fleet,R01,Small
C00650,Choudhury Inc,Fleet,R02,Large
C00651,"Tiwari, Jain and Yadav",Fleet,R03,Medium
C00652,Gala LLC,Government,R04,Small
C00653,"Sathe, Dada and Jha",Contractor,R02,Medium
C00654,"Suresh, Chand and Uppal",Contractor,R01,Small
C00655,Bhakta-Setty,Contractor,R03,Medium
C00656,Varghese Group,Rental,R02,Medium
C00657,Bhardwaj-Shere,Contractor,R02,Medium
C00658,"Morar, Bains and Randhawa",Government,R06,Small
C00659,Aggarwal-Kamdar,Contractor,R04,Small
C00660,"Bora, Bath and Sampath",Contractor,R03,Small
C00661,Bhatt-Bhasin,Contractor,R03,Medium
C00662,Sodhi Inc,Fleet,R03,Medium
C00663,Rege-Gole,Contractor,R03,Medium
C00664,Salvi LLC,Contractor,R04,Large
C00665,Sen-Purohit,Fleet,R04,Small
C00666,Buch-Zacharia,Rental,R01,Medium
C00667,Pall Inc,Contractor,R03,Medium
C00668,Yogi Group,Contractor,R03,Large
C00669,"Datta, Kapoor and Aggarwal",Rental,R05,Large
C00670,Misra Group,Contractor,R04,Medium
C00671,"Samra, Wali and Raghavan",Fleet,R03,Small
C00672,Kota Group,Rental,R01,Medium
C00673,Dubey-Majumdar,Contractor,R04,Small
C00674,Chowdhury Inc,Fleet,R01,Medium
C00675,"Saini, Babu and Khosla",Fleet,R02,Large
C00676,Bhavsar Inc,Government,R01,Small
C00677,"Bandi, Sekhon and Bava",Contractor,R04,Medium
C00678,Basu Group,Contractor,R02,Small
C00679,Kaur-Zacharia,Rental,R03,Small
C00680,Bhalla and Sons,Government,R05,Small
C00681,"Mann, Kaur and Nagar",Fleet,R02,Medium
C00682,"Nagi, Khalsa and Mittal",Fleet,R03,Large
C00683,Verma and Sons,Fleet,R03,Large
C00684,Mital-Maharaj,Contractor,R01,Small
C00685,Gill Ltd,Fleet,R05,Medium
C00686,"Sane, Tandon and Batta",Contractor,R01,Medium
C00687,Raj-Vohra,Government,R03,Small
C00688,Saha-Rege,Rental,R04,Small
C00689,Mital Group,Fleet,R04,Small
C00690,Yogi Group,Government,R04,Large
C00691,Kar LLC,Fleet,R02,Medium
C00692,"Dhawan, Sheth and Bhardwaj",Government,R01,Medium
C00693,"Sachar, Saha and Wagle",Fleet,R05,Small
C00694,Rama and Sons,Contractor,R03,Medium
C00695,Jani-Narayanan,Government,R05,Small
C00696,"Brar, Sengupta and Prabhakar",Fleet,R05,Small
C00697,Wason Ltd,Fleet,R05,Medium
C00698,Behl LLC,Contractor,R03,Small
C00699,Baral-Bora,Contractor,R02,Medium
C00700,Kalla Group,Contractor,R05,Small
C00701,Natarajan LLC,Contractor,R03,Medium
C00702,Kakar and Sons,Contractor,R02,Small
C00703,"Dalal, Srinivas and Kibe",Fleet,R05,Medium
C00704,"Jayaraman, Ranganathan and Khatri",Fleet,R05,Small
C00705,"Nagy, Mandal and Rai",Fleet,R03,Small
C00706,Walla-Parmer,Rental,R01,Large
C00707,Lal-Parsa,Contractor,R03,Small
C00708,"Tank, Shukla and Chaudhari",Contractor,R05,Medium
C00709,"Singh, Nagarajan and Jani",Contractor,R06,Large
C00710,Munshi-Sachdev,Rental,R02,Small
C00711,Kant Ltd,Fleet,R01,Small
C00712,Babu LLC,Contractor,R05,Medium
C00713,"Sahni, Merchant and Dua",Contractor,R03,Large
C00714,Narayan and Sons,Contractor,R03,Large
C00715,Korpal-Tata,Fleet,R06,Small
C00716,"Nazareth, Kurian and Suresh",Rental,R01,Medium
C00717,"Swaminathan, Sharma and Ganguly",Rental,R04,Small
C00718,"Pandey, Gara and Dey",Contractor,R01,Large
C00719,"Suresh, Gour and Bhargava",Contractor,R02,Large
C00720,"Bandi, Borde and Bava",Rental,R05,Small
C00721,Sachar and Sons,Contractor,R03,Small
C00722,"Kashyap, Bir and Dora",Fleet,R06,Small
C00723,Kamdar PLC,Contractor,R03,Small
C00724,Prakash-Bhasin,Contractor,R02,Medium
C00725,"Subramanian, Sura and Babu",Contractor,R02,Small
C00726,Wali PLC,Contractor,R02,Small
C00727,Arora-Badal,Rental,R02,Small
C00728,"Maharaj, Wason and Mangat",Rental,R01,Large
C00729,Thakkar Ltd,Contractor,R02,Medium
C00730,"Sani, Gola and Chhabra",Fleet,R03,Small
C00731,Viswanathan and Sons,Rental,R05,Small
C00732,Handa PLC,Government,R04,Large
C00733,"Krishnan, Pandya and Loke",Fleet,R04,Medium
C00734,Brar-Prakash,Rental,R01,Small
C00735,Sharaf-Kohli,Rental,R02,Small
C00736,"Kara, Mital and Buch",Contractor,R04,Small
C00737,"Balay, Chander and Ravi",Contractor,R03,Small
C00738,Purohit-Soni,Contractor,R01,Medium
C00739,Andra Ltd,Fleet,R05,Large
C00740,Butala Group,Fleet,R05,Small
C00741,Narula-Chandran,Government,R03,Medium
C00742,"Basak, Karpe and Kakar",Fleet,R01,Small
C00743,"Soman, Madan and Batra",Fleet,R05,Medium
C00744,Mand PLC,Contractor,R04,Medium
C00745,"Bali, Gola and Murty",Contractor,R05,Small
C00746,Johal PLC,Rental,R05,Small
C00747,Rao Inc,Fleet,R05,Medium
C00748,Gaba-Khosla,Fleet,R03,Small
C00749,"Ramachandran, Zachariah and Narula",Contractor,R01,Small
C00750,Dey-Brar,Contractor,R04,Small
C00751,"Pal, Bera and Chaudhari",Fleet,R04,Large
C00752,Kata-Borra,Contractor,R05,Small
C00753,Ranganathan-Narain,Fleet,R01,Medium
C00754,Mahajan Group,Fleet,R02,Small
C00755,Kari-Parekh,Contractor,R05,Medium
C00756,"Prashad, Sankaran and Grewal",Contractor,R05,Medium
C00757,"Rai, Chada and Merchant",Rental,R06,Medium
C00758,Borah Inc,Contractor,R05,Small
C00759,Dube-Rai,Contractor,R04,Medium
C00760,"Dube, Ramachandran and Nadig",Contractor,R04,Medium
C00761,Chhabra-Chand,Fleet,R05,Small
C00762,Morar Group,Contractor,R04,Small
C00763,Madan-Chaudry,Fleet,R04,Small
C00764,Chahal and Sons,Rental,R01,Small
C00765,Sen-Vala,Fleet,R03,Medium
C00766,Chauhan-Bal,Contractor,R04,Small
C00767,Pandya PLC,Fleet,R02,Small
C00768,Nair Group,Rental,R02,Medium
C00769,Manne Group,Contractor,R02,Small
C00770,Chad-Kibe,Contractor,R02,Small
C00771,"Verma, Gara and Rai",Fleet,R02,Small
C00772,Dewan LLC,Contractor,R03,Large
C00773,Loyal-Tailor,Fleet,R06,Medium
C00774,Bhatnagar and Sons,Rental,R03,Medium
C00775,Majumdar-Sama,Fleet,R02,Small
C00776,Sule-Bose,Fleet,R01,Medium
C00777,Krishnamurthy-Koshy,Fleet,R04,Small
C00778,"Tandon, Hayre and Shankar",Contractor,R03,Small
C00779,Deshmukh LLC,Contractor,R05,Small
C00780,Randhawa LLC,Fleet,R04,Medium
C00781,"Rai, Narayan and Sarraf",Government,R05,Small
C00782,Sani-Deshpande,Contractor,R02,Small
C00783,Nagi-Iyer,Contractor,R04,Small
C00784,Murthy-Goel,Contractor,R02,Small
C00785,Nagar-Manne,Contractor,R06,Medium
C00786,"Swaminathan, Kibe and Nanda",Contractor,R04,Small
C00787,Mand-Ramaswamy,Fleet,R02,Medium
C00788,Comar-Iyengar,Fleet,R02,Small
C00789,"Gole, Bala and Shenoy",Rental,R02,Medium
C00790,"Kadakia, Sarma and Manne",Rental,R04,Medium
C00791,"Biswas, Rege and Tata",Contractor,R02,Small
C00792,Mitter and Sons,Fleet,R04,Small
C00793,Dube-Sampath,Contractor,R02,Medium
C00794,Borah-Sen,Contractor,R04,Medium
C00795,"Srinivas, Rattan and Warrior",Fleet,R05,Small
C00796,"Sahota, Bansal and Parsa",Fleet,R05,Small
C00797,"Yadav, Chada and Chopra",Contractor,R05,Medium
C00798,Pant and Sons,Contractor,R02,Medium
C00799,"Basu, Ratta and Narula",Fleet,R01,Small
C00800,Cherian-Anne,Fleet,R04,Small
C00801,Kuruvilla and Sons,Fleet,R02,Small
C00802,"Venkataraman, Kant and Sehgal",Contractor,R03,Medium
C00803,Raman-Sheth,Fleet,R01,Small
C00804,"Tella, Dora and Pai",Fleet,R02,Large
C00805,Subramanian Inc,Government,R01,Small
C00806,Sagar-Chada,Fleet,R05,Small
C00807,Dhar LLC,Contractor,R02,Medium
C00808,Oza-Shah,Fleet,R03,Large
C00809,Verma Group,Fleet,R01,Medium
C00810,Soni-Chatterjee,Fleet,R04,Small
C00811,Sethi-Nagar,Contractor,R02,Medium
C00812,Mital Inc,Rental,R05,Medium
C00813,"Contractor, Bajaj and Oza",Government,R05,Small
C00814,"Chopra, Gala and Kohli",Contractor,R02,Small
C00815,"Ghosh, Dutta and Narayanan",Contractor,R06,Small
C00816,"Sandhu, Shere and Kata",Fleet,R06,Small
C00817,Gour-Grewal,Fleet,R05,Large
C00818,"Sankaran, Randhawa and Balakrishnan",Rental,R05,Small
C00819,"Hora, Sengupta and Sanghvi",Fleet,R02,Large
C00820,Agrawal-Kala,Fleet,R04,Small
C00821,Mallick Ltd,Fleet,R01,Medium
C00822,Chaudry PLC,Fleet,R01,Small
C00823,Pau LLC,Fleet,R06,Small
C00824,Shankar Inc,Contractor,R02,Small
C00825,Suri-Wable,Contractor,R05,Small
C00826,"Munshi, Rama and Ramanathan",Rental,R05,Medium
C00827,"Comar, Pall and Pandey",Government,R05,Small
C00828,Gera-Mishra,Fleet,R06,Medium
C00829,"Chad, Desai and Munshi",Fleet,R02,Small
C00830,Khare LLC,Contractor,R01,Small
C00831,Goswami LLC,Contractor,R03,Small
C00832,"Dhaliwal, Vaidya and Rama",Fleet,R01,Large
C00833,Devi-Rajagopal,Contractor,R01,Medium
C00834,Grewal-Sur,Contractor,R02,Small
C00835,"Yogi, Ghose and Ganesan",Contractor,R05,Small
C00836,Mani-Dey,Contractor,R04,Small
C00837,Murty Group,Fleet,R02,Large
C00838,"Bera, Parmer and Andra",Rental,R04,Medium
C00839,Deshpande-Hayer,Government,R02,Small
C00840,Tiwari-Talwar,Fleet,R01,Medium
C00841,Swamy-Sagar,Rental,R05,Small
C00842,"Sawhney, Suresh and Ganesh",Contractor,R04,Large
C00843,Balasubramanian and Sons,Rental,R05,Small
C00844,Bali-Maharaj,Government,R01,Medium
C00845,Yogi LLC,Contractor,R05,Small
C00846,Shankar PLC,Fleet,R04,Medium
C00847,"Tandon, Vaidya and Chowdhury",Fleet,R04,Medium
C00848,"Comar, Loyal and Peri",Contractor,R04,Medium
C00849,"Barman, Sastry and Kamdar",Contractor,R05,Medium
C00850,Chaudry-Kota,Fleet,R04,Medium
C00851,Bali-Sengupta,Fleet,R04,Small
C00852,Pall-Chahal,Government,R06,Small
C00853,Dalal-Khalsa,Rental,R05,Small
C00854,Panchal Ltd,Contractor,R03,Large
C00855,"Sangha, Gandhi and Dewan",Fleet,R04,Small
C00856,Jhaveri Inc,Fleet,R03,Medium
C00857,"Panchal, Walia and Mand",Fleet,R02,Medium
C00858,"Yohannan, Ganguly and Naik",Rental,R04,Small
C00859,"Master, Mann and Loke",Fleet,R06,Small
C00860,"Chandran, Deshmukh and Sabharwal",Contractor,R06,Small
C00861,Malhotra Ltd,Fleet,R02,Small
C00862,Deo and Sons,Contractor,R03,Small
C00863,Nagy and Sons,Contractor,R02,Small
C00864,"Ramaswamy, Suri and Dhar",Government,R06,Medium
C00865,"Luthra, Sachdeva and Prashad",Fleet,R06,Large
C00866,Borra-Chander,Fleet,R04,Small
C00867,Varma-Mall,Fleet,R05,Small
C00868,"Pillay, Sha and Sura",Rental,R04,Small
C00869,Agate-Chander,Rental,R04,Medium
C00870,"Shanker, Parmar and Bhatnagar",Contractor,R01,Medium
C00871,"Rao, Kamdar and Sanghvi",Contractor,R03,Small
C00872,Talwar LLC,Contractor,R04,Small
C00873,Mander-Nazareth,Fleet,R04,Medium
C00874,"De, Sundaram and Oza",Rental,R02,Medium
C00875,"Bava, Batra and Chaudhary",Contractor,R06,Small
C00876,"Sharaf, Babu and Dash",Contractor,R01,Medium
C00877,Sastry Group,Contractor,R03,Small
C00878,Sangha and Sons,Fleet,R04,Small
C00879,"Deo, Mittal and Dutt",Fleet,R04,Medium
C00880,Chander-Patel,Contractor,R04,Medium
C00881,Butala-Prabhu,Fleet,R02,Small
C00882,"Gandhi, Ben and Randhawa",Contractor,R01,Large
C00883,"Mody, Kaur and Sanghvi",Fleet,R04,Small
C00884,"Chand, Chandran and Agarwal",Contractor,R04,Medium
C00885,Sood Inc,Fleet,R01,Small
C00886,Kara PLC,Contractor,R04,Medium
C00887,"Saxena, Andra and Anand",Contractor,R03,Large
C00888,"Oza, Dara and Sami",Fleet,R04,Small
C00889,"Deo, Sridhar and Bobal",Contractor,R05,Large
C00890,Rajagopal Inc,Contractor,R01,Medium
C00891,"Chaudry, Chauhan and Munshi",Contractor,R01,Medium
C00892,Mistry-Devan,Rental,R05,Small
C00893,Deol-Dhar,Contractor,R04,Medium
C00894,Wali PLC,Fleet,R04,Medium
C00895,Gala Group,Fleet,R05,Small
C00896,Kala-Doshi,Fleet,R05,Large
C00897,Savant-Kalla,Contractor,R06,Small
C00898,Chaudhry and Sons,Fleet,R03,Small
C00899,Rajagopalan LLC,Contractor,R03,Small
C00900,Murty-Dey,Contractor,R03,Medium
C00901,Malhotra Ltd,Fleet,R01,Medium
C00902,Kothari PLC,Government,R04,Small
C00903,"Mane, Bala and Mitra",Fleet,R02,Large
C00904,Vasa PLC,Fleet,R06,Small
C00905,"Gulati, Ramanathan and Merchant",Contractor,R04,Small
C00906,"Bhagat, Khatri and Talwar",Contractor,R04,Small
C00907,Chowdhury-Khosla,Contractor,R02,Medium
C00908,Bobal-Wable,Contractor,R01,Large
C00909,Patel LLC,Fleet,R01,Medium
C00910,Ram PLC,Government,R03,Medium
C00911,Pau-Gera,Government,R01,Small
C00912,Bora-Badal,Contractor,R04,Small
C00913,"Bir, Atwal and Lala",Fleet,R05,Small
C00914,Baral Inc,Contractor,R05,Small
C00915,Toor-Mangat,Contractor,R04,Small
C00916,"Thaker, Sagar and Sampath",Fleet,R02,Medium
C00917,"Ratti, Butala and Yadav",Rental,R05,Small
C00918,"Dua, Mall and Chacko",Fleet,R05,Medium
C00919,Brar-Vaidya,Rental,R02,Small
C00920,Dugal PLC,Contractor,R05,Small
C00921,Raman-Bhatti,Fleet,R02,Medium
C00922,Sarkar-Khare,Contractor,R05,Small
C00923,Konda Inc,Rental,R06,Medium
C00924,D’Alia-Setty,Contractor,R01,Medium
C00925,"Bhakta, More and Gill",Government,R05,Small
C00926,Arora Ltd,Contractor,R04,Large
C00927,Apte and Sons,Contractor,R06,Small
C00928,Palan-Virk,Government,R03,Small
C00929,"Lad, Ganesan and Prabhu",Fleet,R05,Medium
C00930,Luthra Ltd,Contractor,R01,Small
C00931,Balan LLC,Fleet,R02,Medium
C00932,Magar-Viswanathan,Rental,R01,Medium
C00933,Lall Ltd,Rental,R06,Large
C00934,"Bose, Taneja and Shah",Fleet,R05,Small
C00935,"Parsa, Bhakta and Tata",Contractor,R05,Small
C00936,"Ganesan, Pillai and Dugar",Rental,R06,Medium
C00937,Chauhan-D’Alia,Fleet,R01,Small
C00938,Upadhyay Inc,Contractor,R03,Small
C00939,Arora and Sons,Rental,R01,Small
C00940,Sodhi LLC,Fleet,R02,Small
C00941,Doctor-Gola,Contractor,R02,Small
C00942,Saini and Sons,Fleet,R03,Medium
C00943,Kothari-Saha,Rental,R02,Medium
C00944,"Nagarajan, Madan and Brahmbhatt",Rental,R01,Small
C00945,"Pradhan, Dar and Thakkar",Rental,R01,Small
C00946,"Ben, Gola and Kapoor",Contractor,R01,Small
C00947,"Batra, Rattan and Biswas",Rental,R06,Medium
C00948,Mandal-Mukhopadhyay,Government,R05,Small
C00949,Chadha-Shan,Fleet,R06,Medium
C00950,Pillay and Sons,Government,R03,Small
C00951,Modi-Kibe,Fleet,R02,Medium
C00952,Pillay-Tak,Contractor,R05,Small
C00953,Korpal and Sons,Fleet,R02,Medium
C00954,Rout Inc,Fleet,R02,Small
C00955,Pal Ltd,Fleet,R02,Medium
C00956,"Andra, Nayak and Agarwal",Contractor,R01,Small
C00957,"Puri, Mohanty and Chawla",Fleet,R02,Medium
C00958,Wagle and Sons,Contractor,R02,Medium
C00959,Swamy-Bhasin,Fleet,R04,Small
C00960,Mammen Inc,Fleet,R01,Medium
C00961,Kata PLC,Contractor,R02,Medium
C00962,Pradhan-Shanker,Government,R05,Small
C00963,"Chad, Chandran and Tiwari",Fleet,R01,Small
C00964,Ramesh Inc,Contractor,R02,Small
C00965,"Bhatia, Saran and De",Rental,R05,Medium
C00966,Manne LLC,Contractor,R01,Medium
C00967,Ramaswamy-Narain,Fleet,R01,Small
C00968,Sethi-Magar,Fleet,R03,Small
C00969,Borde and Sons,Rental,R02,Medium
C00970,Chopra and Sons,Fleet,R04,Large
C00971,Gala Group,Rental,R05,Small
C00972,Murthy-Ray,Contractor,R01,Large
C00973,Wason LLC,Rental,R04,Small
C00974,Seth LLC,Government,R03,Small
C00975,Lanka-Dar,Rental,R01,Medium
C00976,Dugar Ltd,Contractor,R04,Small
C00977,Baria-Kale,Government,R02,Small
C00978,Divan-Chand,Contractor,R03,Small
C00979,"Kothari, Parekh and Randhawa",Contractor,R01,Medium
C00980,"Bawa, Mistry and Lad",Contractor,R03,Medium
C00981,Balasubramanian Group,Rental,R02,Small
C00982,Krish-Chandra,Rental,R05,Small
C00983,Chaudry-Dey,Government,R01,Small
C00984,Arora Inc,Contractor,R03,Medium
C00985,De and Sons,Contractor,R03,Small
C00986,Pradhan-Chad,Contractor,R05,Medium
C00987,"Lad, Borde and Bains",Fleet,R04,Small
C00988,Hora Ltd,Fleet,R04,Small
C00989,Dave-Chanda,Contractor,R05,Small
C00990,Das-Basak,Fleet,R05,Small
C00991,Bedi-Ganguly,Fleet,R02,Large
C00992,"Sant, Rana and Taneja",Fleet,R03,Small
C00993,Raja Ltd,Fleet,R05,Small
C00994,Gera-Pandya,Fleet,R06,Small
C00995,Grover LLC,Rental,R05,Small
C00996,Sehgal-Dixit,Contractor,R02,Small
C00997,Korpal Ltd,Contractor,R02,Small
C00998,Tara-Sabharwal,Contractor,R03,Small
C00999,"Srinivas, Bhat and Chahal",Fleet,R05,Medium
C01000,Rajagopal-Devan,Rental,R03,Small
C01001,Iyengar-Vora,Government,R03,Small
C01002,Bahl Group,Fleet,R05,Large
C01003,"Parmer, Srinivasan and Sundaram",Contractor,R02,Small
C01004,Thakkar-Nagy,Rental,R05,Small
C01005,Madan-Gole,Rental,R03,Small
C01006,Nagar PLC,Contractor,R02,Small
C01007,Balan LLC,Contractor,R03,Medium
C01008,Sodhi PLC,Fleet,R05,Small
C01009,Kaul-Dutta,Rental,R01,Medium
C01010,Kota Ltd,Fleet,R02,Small
C01011,Lata PLC,Rental,R06,Small
C01012,"Bhalla, Kanda and Rama",Contractor,R01,Medium
C01013,Ghose-Goda,Contractor,R04,Small
C01014,Nadkarni Ltd,Contractor,R04,Medium
C01015,"Parmer, Bala and Pandey",Fleet,R03,Small
C01016,"Dhar, Guha and Tailor",Fleet,R04,Medium
C01017,"More, Gill and Swaminathan",Fleet,R02,Small
C01018,Chana Inc,Fleet,R03,Medium
C01019,Kanda Inc,Government,R02,Small
C01020,"Sridhar, Acharya and Narula",Contractor,R04,Medium
C01021,"Jaggi, De and Oak",Fleet,R01,Small
C01022,"Goel, Naik and Bhargava",Rental,R04,Medium
C01023,Divan PLC,Rental,R02,Small
C01024,"Dhar, Choudhry and Vora",Rental,R02,Large
C01025,Bora-Prakash,Rental,R02,Small
C01026,"Randhawa, Chaudhuri and Nayar",Fleet,R02,Small
C01027,Naidu-Deshpande,Contractor,R05,Small
C01028,Sarkar Ltd,Government,R02,Small
C01029,Nadig-Ghosh,Contractor,R06,Small
C01030,"Parikh, Kapoor and Gill",Fleet,R06,Large
C01031,Mohanty-Menon,Government,R04,Large
C01032,Goel Ltd,Fleet,R01,Small
C01033,Raman PLC,Fleet,R02,Large
C01034,Gopal PLC,Contractor,R05,Small
C01035,Kant-Chawla,Contractor,R02,Small
C01036,Dhaliwal-Narula,Contractor,R01,Medium
C01037,"Brahmbhatt, Khanna and Palan",Fleet,R03,Medium
C01038,Ganesh-Chakrabarti,Rental,R05,Large
C01039,"Nayak, Sekhon and Apte",Fleet,R05,Small
C01040,Kadakia-Krish,Fleet,R01,Medium
C01041,"Bir, Palla and Kunda",Rental,R04,Small
C01042,Agarwal Inc,Rental,R02,Small
C01043,Sarma-Saini,Rental,R02,Small
C01044,Sachdev Group,Government,R05,Large
C01045,Panchal-Prashad,Contractor,R02,Medium
C01046,Srinivas PLC,Contractor,R02,Medium
C01047,"Kar, Gaba and Seth",Fleet,R01,Small
C01048,Bandi LLC,Contractor,R05,Small
C01049,Nagar LLC,Contractor,R05,Small
C01050,Borah LLC,Fleet,R04,Small
C01051,Prashad and Sons,Contractor,R05,Small
C01052,"Borde, Chander and Nigam",Contractor,R01,Medium
C01053,"Subramanian, Balasubramanian and Sankar",Fleet,R03,Small
C01054,"Gala, Saraf and Dugar",Fleet,R02,Small
C01055,Chaudhuri LLC,Contractor,R01,Small
C01056,Gupta Group,Fleet,R03,Small
C01057,"Zachariah, Lanka and Manda",Rental,R06,Small
C01058,Khanna-Char,Contractor,R01,Large
C01059,Ramaswamy PLC,Contractor,R02,Medium
C01060,"Swaminathan, Dube and Bhagat",Contractor,R02,Medium
C01061,Aggarwal-Sane,Government,R02,Small
C01062,Menon Ltd,Fleet,R06,Small
C01063,"Srinivasan, Iyengar and Chatterjee",Contractor,R03,Small
C01064,Jhaveri and Sons,Contractor,R03,Medium
C01065,"Manne, Bumb and Solanki",Fleet,R05,Medium
C01066,Morar Group,Rental,R01,Small
C01067,Suresh-Lanka,Government,R03,Small
