service_job_id,machine_id,service_date,dealer_id,model_id,job_type,failure_code,downtime_days,labor_hours,service_cost_labor_inr,is_warranty,resolution_status
SJ0001041,MC00581,2023-10-17,D001,M03,Breakdown,F006,4,3.7,5550,1,Fixed
SJ0001042,MC00768,2023-10-17,D021,M01,Breakdown,F009,1,4.8,6720,1,Fixed
SJ0001043,MC00944,2023-10-17,D015,M04,Breakdown,F009,1,1.6,2240,1,Fixed
SJ0001044,MC01069,2023-10-17,D031,M03,Breakdown,F009,1,4.3,5590,1,Repeat
SJ0001045,MC01319,2023-10-17,D025,M03,Breakdown,F006,4,8.2,11480,1,Fixed
SJ0001046,MC01443,2023-10-17,D011,M01,Preventive,,1,1.7,2210,1,Fixed
SJ0001047,MC01443,2023-10-17,D011,M01,Inspection,,0,1.1,1430,1,Fixed
SJ0001048,MC00357,2023-10-18,D011,M02,Breakdown,F009,1,4.6,5980,1,Fixed
SJ0001049,MC00734,2023-10-18,D035,M03,Breakdown,F001,5,10.1,14140,1,Fixed
SJ0001050,MC00862,2023-10-18,D035,M04,Preventive,,0,1.6,2240,1,Fixed
SJ0001051,MC01153,2023-10-18,D010,M01,Breakdown,F003,2,1.0,1500,1,Fixed
SJ0001052,MC01450,2023-10-18,D033,M01,Breakdown,F008,4,7.4,11100,1,Fixed
SJ0001053,MC01474,2023-10-18,D022,M05,Breakdown,F006,7,6.6,9240,1,Fixed
SJ0001054,MC00418,2023-10-19,D022,M05,Breakdown,F003,1,3.7,5180,1,Repeat
SJ0001055,MC00552,2023-10-19,D037,M04,Breakdown,F003,1,5.7,7410,1,Fixed
SJ0001056,MC01027,2023-10-19,D002,M03,Preventive,,0,4.6,6440,1,Fixed
SJ0001057,MC01094,2023-10-19,D015,M01,Breakdown,F010,1,1.9,2660,1,Fixed
SJ0001058,MC01437,2023-10-19,D040,M03,Breakdown,F010,1,4.4,6600,1,Fixed
SJ0001059,MC00104,2023-10-20,D019,M01,Breakdown,F010,1,4.2,6300,1,Fixed
SJ0001060,MC00172,2023-10-20,D035,M03,Breakdown,F010,1,4.7,6580,1,Fixed
SJ0001061,MC00250,2023-10-20,D006,M01,Breakdown,F009,2,2.8,3920,1,Fixed
SJ0001062,MC00418,2023-10-20,D022,M05,Breakdown,F010,1,3.9,5460,1,Fixed
SJ0001063,MC00534,2023-10-20,D010,M06,Preventive,,0,3.5,5250,1,Fixed
SJ0001064,MC00534,2023-10-20,D010,M06,Inspection,,0,2.0,3000,1,Fixed
SJ0001065,MC00618,2023-10-20,D002,M01,Breakdown,F003,2,3.0,4200,1,Fixed
SJ0001066,MC00626,2023-10-20,D021,M04,Breakdown,F010,2,4.0,5600,1,Fixed
SJ0001067,MC00817,2023-10-20,D031,M01,Breakdown,F003,1,3.0,3900,1,Repeat
SJ0001068,MC00872,2023-10-20,D010,M05,Breakdown,F008,5,7.4,11100,1,Fixed
SJ0001069,MC00886,2023-10-20,D040,M02,Breakdown,F009,2,3.7,5550,1,Fixed
SJ0001070,MC01062,2023-10-20,D005,M04,Breakdown,F009,3,2.0,2800,1,Fixed
SJ0001071,MC01270,2023-10-20,D009,M04,Breakdown,F003,3,3.5,4900,1,Fixed
SJ0001072,MC01408,2023-10-20,D021,M02,Breakdown,F009,2,2.2,3080,1,Fixed
SJ0001073,MC01411,2023-10-20,D028,M02,Breakdown,F008,5,8.7,11310,1,Fixed
SJ0001074,MC01464,2023-10-20,D004,M06,Breakdown,F003,1,1.5,1950,1,Repeat
SJ0001075,MC01472,2023-10-20,D003,M02,Breakdown,F010,1,4.7,7050,1,Fixed
SJ0001076,MC00357,2023-10-21,D011,M02,Breakdown,F003,2,1.7,2210,1,Fixed
SJ0001077,MC00419,2023-10-21,D040,M01,Breakdown,F009,3,3.9,5850,1,Fixed
SJ0001078,MC00562,2023-10-21,D026,M03,Preventive,,0,3.6,5040,1,Fixed
SJ0001079,MC00663,2023-10-21,D015,M06,Breakdown,F010,2,2.7,3780,1,Fixed
SJ0001080,MC00853,2023-10-21,D032,M05,Breakdown,F010,2,2.5,3750,1,Fixed
SJ0001081,MC01043,2023-10-21,D009,M04,Breakdown,F010,1,5.0,7000,1,Fixed
SJ0001082,MC01046,2023-10-21,D002,M03,Breakdown,F009,4,3.2,4480,1,Fixed
SJ0001083,MC01365,2023-10-21,D029,M06,Breakdown,F010,1,3.7,5550,1,Fixed
SJ0001084,MC01452,2023-10-21,D027,M05,Breakdown,F001,3,4.2,6300,1,Fixed
SJ0001085,MC00041,2023-10-22,D038,M02,Breakdown,F009,1,2.7,4050,1,Fixed
SJ0001086,MC00068,2023-10-22,D009,M03,Preventive,,0,4.8,6720,1,Fixed
SJ0001087,MC00068,2023-10-22,D009,M03,Inspection,,0,1.9,2660,1,Fixed
SJ0001088,MC00328,2023-10-22,D020,M03,Breakdown,F008,5,7.7,10780,1,Fixed
SJ0001089,MC00510,2023-10-22,D003,M01,Breakdown,F009,1,3.6,5400,1,Fixed
SJ0001090,MC00536,2023-10-22,D022,M02,Breakdown,F010,2,1.5,2100,1,Fixed
SJ0001091,MC00595,2023-10-22,D025,M03,Preventive,,1,1.9,2660,1,Fixed
SJ0001092,MC00595,2023-10-22,D025,M03,Inspection,,0,1.7,2380,1,Fixed
SJ0001093,MC00684,2023-10-22,D027,M01,Preventive,,0,3.9,5850,1,Fixed
SJ0001094,MC00723,2023-10-22,D022,M03,Breakdown,F008,4,3.4,4760,1,Fixed
SJ0001095,MC00810,2023-10-22,D038,M06,Breakdown,F008,6,5.4,8100,1,Fixed
SJ0001096,MC00847,2023-10-22,D013,M01,Breakdown,F010,1,2.3,2990,1,Fixed
SJ0001097,MC01238,2023-10-22,D002,M06,Breakdown,F009,1,3.7,5180,1,Fixed
SJ0001098,MC00119,2023-10-23,D025,M01,Breakdown,F003,1,3.3,4620,1,Fixed
SJ0001099,MC00371,2023-10-23,D003,M01,Breakdown,F001,2,5.3,7950,1,Repeat
SJ0001100,MC00397,2023-10-23,D031,M05,Preventive,,0,2.1,2730,1,Fixed
SJ0001101,MC00410,2023-10-23,D022,M01,Breakdown,F010,1,3.6,5040,1,Fixed
SJ0001102,MC00544,2023-10-23,D015,M02,Breakdown,F010,2,2.7,3780,1,Fixed
SJ0001103,MC00583,2023-10-23,D021,M06,Breakdown,F006,5,6.7,9380,1,Fixed
SJ0001104,MC00856,2023-10-23,D030,M06,Breakdown,F009,3,3.5,4550,1,Fixed
SJ0001105,MC00927,2023-10-23,D002,M03,Breakdown,F009,2,3.2,4480,1,Fixed
SJ0001106,MC01207,2023-10-23,D022,M01,Breakdown,F010,1,1.8,2520,1,Fixed
SJ0001107,MC01238,2023-10-23,D002,M06,Breakdown,F009,1,1.7,2380,1,Fixed
SJ0001108,MC01349,2023-10-23,D007,M01,Breakdown,F010,1,6.6,9240,1,Fixed
SJ0001109,MC01401,2023-10-23,D004,M01,Breakdown,F010,2,3.7,4810,1,Fixed
SJ0001110,MC01452,2023-10-23,D027,M05,Preventive,,1,3.5,5250,1,Fixed
SJ0001111,MC01452,2023-10-23,D027,M05,Inspection,,0,1.5,2250,1,Fixed
SJ0001112,MC01487,2023-10-23,D035,M02,Breakdown,F010,1,2.6,3640,1,Fixed
SJ0001113,MC00196,2023-10-24,D004,M04,Preventive,,0,1.8,2340,1,Fixed
SJ0001114,MC00196,2023-10-24,D004,M04,Inspection,,0,2.8,3640,1,Fixed
SJ0001115,MC00198,2023-10-24,D001,M05,Breakdown,F009,2,1.0,1500,1,Fixed
SJ0001116,MC00280,2023-10-24,D024,M03,Breakdown,F009,2,4.2,5880,1,Fixed
SJ0001117,MC00321,2023-10-24,D037,M03,Breakdown,F009,3,3.8,4940,1,Fixed
SJ0001118,MC00328,2023-10-24,D020,M03,Breakdown,F010,2,3.4,4760,1,Fixed
SJ0001119,MC00376,2023-10-24,D018,M03,Breakdown,F009,1,5.0,7500,1,Fixed
SJ0001120,MC00758,2023-10-24,D010,M01,Breakdown,F009,5,4.2,6300,1,Fixed
SJ0001121,MC00778,2023-10-24,D008,M01,Breakdown,F009,3,3.6,5040,1,Fixed
SJ0001122,MC00838,2023-10-24,D019,M02,Breakdown,F003,2,1.9,2850,1,Fixed
SJ0001123,MC01403,2023-10-24,D008,M04,Preventive,,1,4.2,5880,1,Fixed
SJ0001124,MC01403,2023-10-24,D008,M04,Inspection,,0,2.0,2800,1,Fixed
SJ0001125,MC01464,2023-10-24,D004,M06,Breakdown,F010,1,2.4,3120,1,Fixed
SJ0001126,MC01477,2023-10-24,D009,M01,Breakdown,F010,1,3.5,4900,1,Fixed
SJ0001127,MC00100,2023-10-25,D038,M01,Breakdown,F008,4,8.5,12750,1,Fixed
SJ0001128,MC00211,2023-10-25,D036,M02,Breakdown,F006,4,7.5,10500,1,Fixed
SJ0001129,MC00280,2023-10-25,D024,M03,Breakdown,F003,1,4.9,6860,1,Fixed
SJ0001130,MC00328,2023-10-25,D020,M03,Breakdown,F003,1,3.7,5180,1,Fixed
SJ0001131,MC00822,2023-10-25,D016,M03,Breakdown,F009,1,4.4,5720,1,Repeat
SJ0001132,MC01019,2023-10-25,D018,M05,Preventive,,0,4.0,6000,1,Fixed
SJ0001133,MC01451,2023-10-25,D008,M06,Breakdown,F008,3,5.0,7000,1,Fixed
SJ0001134,MC00023,2023-10-26,D033,M05,Breakdown,F009,1,3.6,5400,1,Fixed
SJ0001135,MC00250,2023-10-26,D006,M01,Breakdown,F003,2,1.4,1960,1,Fixed
SJ0001136,MC00315,2023-10-26,D035,M06,Preventive,,1,3.2,4480,1,Fixed
SJ0001137,MC00315,2023-10-26,D035,M06,Inspection,,0,1.0,1400,1,Fixed
SJ0001138,MC00339,2023-10-26,D031,M03,Breakdown,F009,2,3.7,4810,1,Fixed
SJ0001139,MC00460,2023-10-26,D021,M04,Breakdown,F003,1,4.1,5740,1,Fixed
SJ0001140,MC00619,2023-10-26,D033,M02,Breakdown,F010,1,2.4,3600,1,Fixed
SJ0001141,MC00897,2023-10-26,D038,M04,Breakdown,F008,5,4.8,7200,1,Fixed
SJ0001142,MC00937,2023-10-26,D017,M03,Breakdown,F001,3,7.4,11100,1,Fixed
SJ0001143,MC00947,2023-10-26,D018,M04,Breakdown,F006,3,6.2,9300,1,Fixed
SJ0001144,MC01360,2023-10-26,D024,M03,Breakdown,F009,1,1.0,1400,1,Fixed
SJ0001145,MC00273,2023-10-27,D011,M03,Breakdown,F010,3,4.3,5590,1,Fixed
SJ0001146,MC00380,2023-10-27,D040,M06,Breakdown,F009,2,3.1,4650,1,Fixed
SJ0001147,MC00516,2023-10-27,D022,M01,Preventive,,2,3.1,4340,1,Fixed
SJ0001148,MC00663,2023-10-27,D015,M06,Preventive,,0,1.6,2240,1,Fixed
SJ0001149,MC01045,2023-10-27,D007,M02,Preventive,,1,1.5,2100,1,Fixed
SJ0001150,MC01102,2023-10-27,D020,M03,Breakdown,F009,1,1.9,2660,1,Repeat
SJ0001151,MC01259,2023-10-27,D005,M04,Breakdown,F008,4,3.7,5180,1,Fixed
SJ0001152,MC00584,2023-10-28,D014,M06,Breakdown,F003,1,3.4,4420,1,Fixed
SJ0001153,MC01289,2023-10-28,D030,M04,Preventive,,1,3.2,4160,1,Fixed
SJ0001154,MC01358,2023-10-28,D028,M02,Breakdown,F001,4,6.2,8060,1,Fixed
SJ0001155,MC00036,2023-10-29,D029,M05,Breakdown,F003,2,1.3,1950,1,Fixed
SJ0001156,MC00385,2023-10-29,D028,M02,Breakdown,F003,1,3.9,5070,1,Repeat
SJ0001157,MC00386,2023-10-29,D022,M03,Breakdown,F001,3,8.1,11340,1,Fixed
SJ0001158,MC01164,2023-10-29,D019,M01,Breakdown,F009,4,3.2,4800,1,Fixed
SJ0001159,MC00206,2023-10-30,D022,M04,Breakdown,F006,5,8.8,12320,1,Fixed
SJ0001160,MC00593,2023-10-30,D018,M03,Breakdown,F001,3,3.3,4950,1,Repeat
SJ0001161,MC00901,2023-10-30,D027,M02,Breakdown,F003,1,1.6,2400,1,Fixed
SJ0001162,MC01012,2023-10-30,D035,M01,Preventive,,0,3.8,5320,1,Fixed
SJ0001163,MC01300,2023-10-30,D016,M06,Breakdown,F009,1,5.9,7670,1,Fixed
SJ0001164,MC00170,2023-10-31,D028,M01,Breakdown,F010,1,5.3,6890,1,Fixed
SJ0001165,MC00226,2023-10-31,D036,M03,Preventive,,1,4.6,6440,1,Fixed
SJ0001166,MC00226,2023-10-31,D036,M03,Inspection,,0,1.7,2380,1,Fixed
SJ0001167,MC00309,2023-10-31,D009,M04,Breakdown,F003,1,3.3,4620,1,Fixed
SJ0001168,MC00704,2023-10-31,D019,M02,Breakdown,F010,3,3.0,4500,1,Fixed
SJ0001169,MC00777,2023-10-31,D016,M03,Breakdown,F003,2,2.9,3770,1,Repeat
SJ0001170,MC01031,2023-10-31,D021,M04,Breakdown,F010,1,2.1,2940,1,Fixed
SJ0001171,MC01093,2023-10-31,D035,M06,Breakdown,F003,2,3.2,4480,1,Fixed
SJ0001172,MC01184,2023-10-31,D018,M04,Breakdown,F003,1,1.5,2250,1,Fixed
SJ0001173,MC01365,2023-10-31,D029,M06,Breakdown,F001,4,7.5,11250,1,Fixed
SJ0001174,MC00171,2023-11-01,D009,M05,Breakdown,F001,4,4.9,6860,1,Fixed
SJ0001175,MC00399,2023-11-01,D014,M05,Breakdown,F006,3,8.1,10530,1,Fixed
SJ0001176,MC00581,2023-11-01,D001,M03,Preventive,,0,5.8,8700,1,Fixed
SJ0001177,MC00581,2023-11-01,D001,M03,Inspection,,0,1.2,1800,1,Fixed
SJ0001178,MC00737,2023-11-01,D037,M03,Breakdown,F008,7,4.3,5590,1,Fixed
SJ0001179,MC00777,2023-11-01,D016,M03,Breakdown,F010,1,5.7,7410,1,Fixed
SJ0001180,MC00845,2023-11-01,D020,M04,Breakdown,F010,1,2.5,3500,1,Fixed
SJ0001181,MC00992,2023-11-01,D009,M01,Breakdown,F009,1,3.5,4900,1,Fixed
SJ0001182,MC01343,2023-11-01,D035,M01,Breakdown,F003,3,4.3,6020,1,Fixed
SJ0001183,MC01476,2023-11-01,D007,M04,Breakdown,F010,3,2.6,3640,1,Fixed
SJ0001184,MC00032,2023-11-02,D031,M03,Breakdown,F009,5,3.6,4680,1,Fixed
SJ0001185,MC00299,2023-11-02,D025,M01,Preventive,,0,2.7,3780,1,Fixed
SJ0001186,MC00380,2023-11-02,D040,M06,Preventive,,1,3.6,5400,1,Fixed
SJ0001187,MC00501,2023-11-02,D026,M01,Breakdown,F009,3,4.3,6020,1,Fixed
SJ0001188,MC00593,2023-11-02,D018,M03,Breakdown,F010,2,3.0,4500,1,Fixed
SJ0001189,MC00782,2023-11-02,D031,M03,Breakdown,F003,3,4.5,5850,1,Fixed
SJ0001190,MC00817,2023-11-02,D031,M01,Breakdown,F006,5,7.1,9230,1,Fixed
SJ0001191,MC00969,2023-11-02,D024,M05,Breakdown,F003,1,2.1,2940,1,Fixed
SJ0001192,MC01462,2023-11-02,D012,M05,Breakdown,F010,3,2.8,3640,1,Fixed
SJ0001193,MC00009,2023-11-03,D012,M03,Preventive,,0,3.1,4030,1,Fixed
SJ0001194,MC00150,2023-11-03,D040,M03,Breakdown,F009,3,4.1,6150,1,Fixed
SJ0001195,MC00408,2023-11-03,D025,M02,Breakdown,F010,1,1.5,2100,1,Fixed
SJ0001196,MC00795,2023-11-03,D001,M02,Preventive,,1,2.0,3000,1,Fixed
SJ0001197,MC00795,2023-11-03,D001,M02,Inspection,,0,1.4,2100,1,Fixed
SJ0001198,MC00833,2023-11-03,D025,M02,Breakdown,F003,1,2.5,3500,1,Fixed
SJ0001199,MC00862,2023-11-03,D035,M04,Breakdown,F010,3,2.8,3920,1,Fixed
SJ0001200,MC00890,2023-11-03,D007,M04,Breakdown,F006,6,4.9,6860,1,Fixed
SJ0001201,MC01034,2023-11-03,D028,M01,Breakdown,F008,5,9.5,12350,1,Repeat
SJ0001202,MC01084,2023-11-03,D030,M01,Breakdown,F009,3,2.9,3770,1,Fixed
SJ0001203,MC00104,2023-11-04,D019,M01,Breakdown,F010,1,3.5,5250,1,Fixed
SJ0001204,MC00127,2023-11-04,D031,M02,Breakdown,F001,3,5.1,6630,1,Repeat
SJ0001205,MC00127,2023-11-04,D031,M02,Preventive,,1,2.9,3770,1,Fixed
SJ0001206,MC00127,2023-11-04,D031,M02,Inspection,,0,1.9,2470,1,Fixed
SJ0001207,MC00251,2023-11-04,D033,M03,Breakdown,F006,3,8.6,12900,1,Fixed
SJ0001208,MC00273,2023-11-04,D011,M03,Breakdown,F010,3,2.4,3120,1,Fixed
SJ0001209,MC00483,2023-11-04,D008,M04,Breakdown,F010,1,4.7,6580,1,Fixed
SJ0001210,MC00574,2023-11-04,D016,M02,Breakdown,F008,5,7.9,10270,1,Fixed
SJ0001211,MC00604,2023-11-04,D026,M05,Preventive,,1,3.5,4900,1,Fixed
SJ0001212,MC00604,2023-11-04,D026,M05,Inspection,,0,2.3,3220,1,Fixed
SJ0001213,MC00831,2023-11-04,D016,M02,Breakdown,F008,4,3.2,4160,1,Fixed
SJ0001214,MC00974,2023-11-04,D022,M03,Breakdown,F009,3,3.6,5040,1,Fixed
SJ0001215,MC01450,2023-11-04,D033,M01,Breakdown,F009,1,2.3,3450,1,Fixed
SJ0001216,MC01478,2023-11-04,D025,M01,Breakdown,F003,1,4.4,6160,1,Fixed
SJ0001217,MC00039,2023-11-05,D024,M03,Breakdown,F009,3,1.8,2520,1,Fixed
SJ0001218,MC00201,2023-11-05,D022,M01,Breakdown,F001,3,4.5,6300,1,Fixed
SJ0001219,MC00280,2023-11-05,D024,M03,Breakdown,F008,4,5.4,7560,1,Repeat
SJ0001220,MC00460,2023-11-05,D021,M04,Breakdown,F009,1,4.1,5740,1,Fixed
SJ0001221,MC00663,2023-11-05,D015,M06,Breakdown,F010,2,3.3,4620,1,Fixed
SJ0001222,MC00681,2023-11-05,D026,M03,Preventive,,0,2.8,3920,1,Fixed
SJ0001223,MC00681,2023-11-05,D026,M03,Inspection,,0,0.9,1260,1,Fixed
SJ0001224,MC00768,2023-11-05,D021,M01,Breakdown,F009,2,1.8,2520,1,Fixed
SJ0001225,MC00769,2023-11-05,D008,M01,Breakdown,F003,1,5.1,7140,1,Repeat
SJ0001226,MC00856,2023-11-05,D030,M06,Breakdown,F010,1,4.6,5980,1,Fixed
SJ0001227,MC01191,2023-11-05,D036,M03,Breakdown,F010,2,2.5,3500,1,Fixed
SJ0001228,MC01356,2023-11-05,D015,M04,Breakdown,F003,1,3.5,4900,1,Fixed
SJ0001229,MC01359,2023-11-05,D021,M01,Breakdown,F010,2,4.8,6720,1,Fixed
SJ0001230,MC01402,2023-11-05,D032,M04,Preventive,,0,4.6,6900,1,Fixed
SJ0001231,MC01402,2023-11-05,D032,M04,Inspection,,0,1.6,2400,1,Fixed
SJ0001232,MC00087,2023-11-06,D025,M06,Breakdown,F008,3,4.3,6020,1,Fixed
SJ0001233,MC00637,2023-11-06,D004,M02,Breakdown,F009,1,3.0,3900,1,Fixed
SJ0001234,MC01178,2023-11-06,D002,M01,Breakdown,F010,1,5.2,7280,1,Fixed
SJ0001235,MC00032,2023-11-07,D031,M03,Breakdown,F006,4,6.8,8840,1,Fixed
SJ0001236,MC00359,2023-11-07,D003,M01,Preventive,,0,3.4,5100,1,Fixed
SJ0001237,MC00380,2023-11-07,D040,M06,Breakdown,F006,3,7.0,10500,1,Fixed
SJ0001238,MC00567,2023-11-07,D002,M01,Breakdown,F010,1,4.6,6440,1,Fixed
SJ0001239,MC00669,2023-11-07,D025,M06,Preventive,,0,4.4,6160,1,Fixed
SJ0001240,MC00718,2023-11-07,D015,M04,Preventive,,0,3.5,4900,1,Fixed
SJ0001241,MC01046,2023-11-07,D002,M03,Breakdown,F003,1,2.0,2800,1,Fixed
SJ0001242,MC00163,2023-11-08,D013,M06,Breakdown,F010,1,3.3,4290,1,Fixed
SJ0001243,MC00359,2023-11-08,D003,M01,Breakdown,F006,3,8.9,13350,1,Fixed
SJ0001244,MC00543,2023-11-08,D033,M02,Breakdown,F010,1,4.5,6750,1,Fixed
SJ0001245,MC00734,2023-11-08,D035,M03,Breakdown,F008,4,8.1,11340,1,Fixed
SJ0001246,MC01046,2023-11-08,D002,M03,Breakdown,F009,2,4.4,6160,1,Fixed
SJ0001247,MC01110,2023-11-08,D010,M03,Breakdown,F003,1,1.0,1500,1,Fixed
SJ0001248,MC00681,2023-11-09,D026,M03,Preventive,,1,3.8,5320,1,Fixed
SJ0001249,MC00854,2023-11-09,D033,M01,Breakdown,F010,2,1.8,2700,1,Fixed
SJ0001250,MC01108,2023-11-09,D005,M01,Breakdown,F003,1,2.4,3360,1,Fixed
SJ0001251,MC01119,2023-11-09,D001,M05,Breakdown,F009,1,1.0,1500,1,Fixed
SJ0001252,MC00033,2023-11-10,D002,M03,Breakdown,F009,3,3.5,4900,1,Fixed
SJ0001253,MC00096,2023-11-10,D001,M02,Breakdown,F010,1,2.2,3300,1,Fixed
SJ0001254,MC00241,2023-11-10,D018,M04,Breakdown,F001,6,5.4,8100,1,Fixed
SJ0001255,MC00350,2023-11-10,D030,M01,Breakdown,F009,1,5.7,7410,1,Fixed
SJ0001256,MC00418,2023-11-10,D022,M05,Breakdown,F003,1,2.7,3780,1,Fixed
SJ0001257,MC00447,2023-11-10,D011,M04,Breakdown,F009,3,2.2,2860,1,Fixed
SJ0001258,MC00462,2023-11-10,D010,M03,Breakdown,F006,3,9.2,13800,1,Fixed
SJ0001259,MC00528,2023-11-10,D010,M05,Preventive,,0,3.2,4800,1,Fixed
SJ0001260,MC00528,2023-11-10,D010,M05,Inspection,,0,2.8,4200,1,Fixed
SJ0001261,MC00546,2023-11-10,D026,M01,Breakdown,F009,2,2.4,3360,1,Fixed
SJ0001262,MC00725,2023-11-10,D013,M03,Breakdown,F006,5,7.0,9100,1,Fixed
SJ0001263,MC00747,2023-11-10,D037,M03,Breakdown,F001,3,6.6,8580,1,Fixed
SJ0001264,MC00807,2023-11-10,D003,M03,Breakdown,F006,3,6.2,9300,1,Fixed
SJ0001265,MC01054,2023-11-10,D021,M04,Breakdown,F008,3,6.2,8680,1,Fixed
SJ0001266,MC00221,2023-11-11,D038,M01,Breakdown,F010,1,3.0,4500,1,Fixed
SJ0001267,MC00533,2023-11-11,D001,M03,Breakdown,F010,1,3.3,4950,1,Fixed
SJ0001268,MC00702,2023-11-11,D027,M05,Preventive,,0,2.8,4200,1,Fixed
SJ0001269,MC00845,2023-11-11,D020,M04,Breakdown,F001,5,4.8,6720,1,Repeat
SJ0001270,MC01191,2023-11-11,D036,M03,Breakdown,F003,1,2.8,3920,1,Fixed
SJ0001271,MC01479,2023-11-11,D025,M04,Preventive,,1,2.6,3640,1,Fixed
SJ0001272,MC01479,2023-11-11,D025,M04,Inspection,,0,1.6,2240,1,Fixed
SJ0001273,MC00120,2023-11-12,D040,M04,Breakdown,F009,2,3.7,5550,1,Fixed
SJ0001274,MC00385,2023-11-12,D028,M02,Breakdown,F010,1,5.0,6500,1,Fixed
SJ0001275,MC00743,2023-11-12,D015,M04,Breakdown,F010,2,3.8,5320,1,Fixed
SJ0001276,MC00950,2023-11-12,D030,M05,Breakdown,F010,1,3.4,4420,1,Fixed
SJ0001277,MC01019,2023-11-12,D018,M05,Preventive,,0,2.9,4350,1,Fixed
SJ0001278,MC01019,2023-11-12,D018,M05,Inspection,,0,2.0,3000,1,Fixed
SJ0001279,MC01020,2023-11-12,D027,M03,Breakdown,F003,1,4.4,6600,1,Fixed
SJ0001280,MC01111,2023-11-12,D026,M06,Breakdown,F006,5,5.5,7700,1,Fixed
SJ0001281,MC01265,2023-11-12,D013,M03,Breakdown,F010,1,3.1,4030,1,Fixed
SJ0001282,MC01407,2023-11-12,D032,M02,Breakdown,F009,1,2.7,4050,1,Fixed
SJ0001283,MC01434,2023-11-12,D012,M03,Breakdown,F009,2,2.9,3770,1,Fixed
SJ0001284,MC01500,2023-11-12,D034,M03,Breakdown,F010,2,1.8,2340,1,Fixed
SJ0001285,MC00068,2023-11-13,D009,M03,Preventive,,0,3.0,4200,1,Fixed
SJ0001286,MC00088,2023-11-13,D012,M02,Breakdown,F003,1,4.1,5330,1,Fixed
SJ0001287,MC00387,2023-11-13,D014,M02,Breakdown,F001,4,5.5,7150,1,Fixed
SJ0001288,MC00737,2023-11-13,D037,M03,Preventive,,0,3.6,4680,1,Fixed
SJ0001289,MC00737,2023-11-13,D037,M03,Inspection,,0,1.4,1820,1,Fixed
SJ0001290,MC01020,2023-11-13,D027,M03,Breakdown,F010,3,2.9,4350,1,Fixed
SJ0001291,MC01174,2023-11-13,D011,M01,Breakdown,F006,5,7.1,9230,1,Fixed
SJ0001292,MC00032,2023-11-14,D031,M03,Preventive,,0,1.0,1300,1,Fixed
SJ0001293,MC00294,2023-11-14,D008,M01,Breakdown,F008,8,5.9,8260,1,Fixed
SJ0001294,MC00573,2023-11-14,D006,M04,Breakdown,F008,4,8.5,11900,1,Fixed
SJ0001295,MC00847,2023-11-14,D013,M01,Breakdown,F003,2,2.8,3640,1,Fixed
SJ0001296,MC00853,2023-11-14,D032,M05,Breakdown,F010,1,1.6,2400,1,Fixed
SJ0001297,MC00857,2023-11-14,D003,M02,Breakdown,F001,3,7.1,10650,1,Fixed
SJ0001298,MC00120,2023-11-15,D040,M04,Breakdown,F001,2,5.6,8400,1,Fixed
SJ0001299,MC00190,2023-11-15,D003,M02,Breakdown,F003,1,2.6,3900,1,Fixed
SJ0001300,MC00431,2023-11-15,D036,M01,Breakdown,F008,6,4.9,6860,1,Fixed
SJ0001301,MC00720,2023-11-15,D036,M06,Breakdown,F003,1,2.2,3080,1,Fixed
SJ0001302,MC00764,2023-11-15,D036,M05,Breakdown,F003,1,5.4,7560,1,Fixed
SJ0001303,MC00810,2023-11-15,D038,M06,Breakdown,F001,5,8.6,12900,1,Fixed
SJ0001304,MC01153,2023-11-15,D010,M01,Preventive,,1,4.1,6150,1,Fixed
SJ0001305,MC01153,2023-11-15,D010,M01,Inspection,,0,2.7,4050,1,Fixed
SJ0001306,MC01494,2023-11-15,D009,M02,Breakdown,F003,1,1.8,2520,1,Fixed
SJ0001307,MC00104,2023-11-16,D019,M01,Breakdown,F006,6,5.4,8100,1,Fixed
SJ0001308,MC00169,2023-11-16,D004,M03,Breakdown,F003,1,4.5,5850,1,Fixed
SJ0001309,MC00263,2023-11-16,D018,M06,Breakdown,F009,2,3.3,4950,1,Fixed
SJ0001310,MC00303,2023-11-16,D028,M01,Breakdown,F009,3,3.0,3900,1,Fixed
SJ0001311,MC00769,2023-11-16,D008,M01,Breakdown,F001,3,7.2,10080,1,Fixed
SJ0001312,MC00789,2023-11-16,D034,M03,Preventive,,0,2.6,3380,1,Fixed
SJ0001313,MC00789,2023-11-16,D034,M03,Inspection,,0,2.7,3510,1,Fixed
SJ0001314,MC00901,2023-11-16,D027,M02,Breakdown,F009,2,3.9,5850,1,Fixed
SJ0001315,MC00987,2023-11-16,D035,M01,Breakdown,F009,4,4.9,6860,1,Fixed
SJ0001316,MC01407,2023-11-16,D032,M02,Breakdown,F003,1,2.3,3450,1,Fixed
SJ0001317,MC00321,2023-11-17,D037,M03,Breakdown,F003,2,1.4,1820,1,Fixed
SJ0001318,MC00516,2023-11-17,D022,M01,Breakdown,F008,7,5.3,7420,1,Fixed
SJ0001319,MC00703,2023-11-17,D021,M06,Breakdown,F009,1,3.4,4760,1,Fixed
SJ0001320,MC00971,2023-11-17,D032,M01,Preventive,,0,3.0,4500,1,Fixed
SJ0001321,MC00976,2023-11-17,D029,M02,Breakdown,F006,3,5.4,8100,1,Fixed
SJ0001322,MC01228,2023-11-17,D017,M04,Breakdown,F009,4,3.7,5550,1,Fixed
